140	1.2	0
-2.879793	0.615174	-0.666022
2.380392	2.500101	-0.120466
rec.job237912.bl.pdb	-35.719	-30.332	46.625
lig.job237912.bl.pdb	18.674	3.785	28.739
2.094395	2.187132	-0.479875	22	137	119	1612.724
-0.261799	2.863997	0.549740	8	3	112	1547.771
2.094395	2.089241	-0.114193	20	138	117	1519.583
2.094395	2.404280	-0.174044	18	137	114	1507.975
1.832596	2.404280	-0.174044	16	134	114	1461.000
2.356194	2.089241	-0.114193	22	3	116	1418.601
1.832596	2.455966	-0.641220	19	131	116	1411.842
1.047198	1.872854	1.543456	21	7	112	1347.642
2.879793	2.664082	-1.071402	29	5	123	1333.016
2.094395	1.909857	-0.381669	25	138	121	1316.321
1.308997	2.984978	1.954446	10	6	114	1315.215
2.094395	2.760637	2.781135	13	10	117	1307.494
2.879793	2.407836	1.410646	9	0	111	1296.988
-2.879793	2.979456	-1.009304	27	7	122	1288.477
1.832596	1.555207	1.708892	26	7	122	1288.131
2.879793	1.510910	-0.740472	28	1	123	1271.764
1.047198	2.984978	1.954446	13	6	114	1267.291
2.617994	2.295480	1.008277	14	139	111	1266.159
2.617994	1.756530	-2.105156	17	15	131	1260.248
2.356194	2.115563	0.685730	15	5	110	1253.377
2.356194	1.488617	1.159546	25	10	122	1245.736
2.356194	1.417623	-0.202254	35	0	130	1243.719
1.832596	1.909857	-0.381669	22	134	121	1242.844
-1.570796	2.089241	-0.114193	18	10	116	1236.590
2.356194	1.836682	-0.676006	27	0	123	1231.251
1.570796	2.664082	-1.071402	20	132	117	1229.411
2.356194	2.001437	0.381215	19	6	113	1228.475
1.570796	1.555207	1.708892	29	3	122	1221.158
2.879793	2.295480	1.008277	15	0	111	1213.298
1.570796	1.824694	1.850876	19	11	114	1209.771
1.308997	1.872854	1.543456	21	9	113	1202.039
2.617994	1.875281	0.107086	27	132	114	1196.398
1.047198	2.579248	-2.364801	24	134	120	1195.752
2.617994	2.104282	-0.813972	29	6	125	1192.755
2.617994	1.909857	-0.381669	35	2	128	1192.146
2.879793	2.063651	-2.044600	3	128	118	1191.811
2.617994	2.343981	-1.040456	28	6	123	1190.785
1.047198	1.836682	-0.676006	14	132	121	1187.351
1.832596	2.089241	-0.114193	20	136	117	1186.874
1.047198	1.569311	-3.003978	22	14	128	1185.853
1.047198	1.909857	-0.381669	13	132	118	1184.946
1.308997	2.073035	2.027405	19	14	115	1183.330
0.785398	2.138223	1.678323	16	9	108	1181.446
2.617994	1.510910	-0.740472	28	138	122	1181.423
2.356194	2.760637	2.781135	10	11	116	1175.152
0.523599	2.393226	1.857173	22	12	114	1171.021
2.356194	1.696674	-1.253233	34	132	31	1170.082
1.308997	2.174483	2.653697	17	31	121	1169.233
0.000000	2.863997	0.549740	10	1	114	1167.529
0.785398	1.872854	1.543456	24	4	113	1161.067
1.308997	2.295480	1.008277	9	139	106	1156.459
0.785398	2.704512	1.488683	13	2	111	1156.106
2.617994	2.108018	1.311430	15	4	115	1151.118
0.785398	2.393226	1.857173	20	17	114	1140.993
2.094395	1.488617	1.159546	28	6	122	1136.494
-2.879793	2.579248	-2.364801	9	10	121	1132.302
2.094395	1.699788	2.452890	14	12	122	1129.373
1.308997	2.299159	2.264663	17	17	114	1128.593
2.356194	1.721184	-0.153948	32	138	124	1128.520
1.570796	1.569311	-3.003978	30	5	139	1127.001
2.094395	1.683268	0.374177	18	133	109	1125.947
1.308997	0.850607	-1.335383	9	107	37	1124.885
1.308997	1.662363	0.915448	24	6	117	1124.570
2.617994	2.063651	-2.044600	0	129	118	1123.971
2.094395	2.455966	-0.641220	22	137	117	1121.283
1.570796	1.998705	2.370472	18	18	119	1121.202
2.879793	2.719179	-1.780644	26	18	128	1120.060
-2.356194	2.664082	-1.071402	19	6	120	1119.396
1.570796	1.554776	0.100351	15	125	110	1118.783
1.570796	2.407836	1.410646	9	5	106	1116.109
2.356194	1.510910	-0.740472	25	131	121	1115.425
2.094395	1.510910	-0.740472	29	137	129	1114.533
1.832596	1.367556	0.358405	24	133	112	1114.462
2.356194	2.187132	-0.479875	25	0	117	1113.137
2.356194	1.872854	1.543456	13	13	113	1111.458
0.523599	1.184361	0.625864	2	21	116	1110.336
2.617994	1.413347	-1.339188	31	135	35	1110.239
1.308997	1.488617	1.159546	20	8	108	1109.291
1.308997	2.115563	0.685730	12	138	110	1106.791
2.617994	2.115563	0.685730	23	1	115	1105.125
2.356194	1.367556	0.358405	22	13	110	1104.259
1.832596	2.247462	0.191623	8	123	108	1103.753
1.308997	2.164094	-2.991358	35	13	1	1103.428
-0.785398	1.025536	1.576859	12	137	110	1102.860
0.261799	2.984978	1.954446	21	4	114	1101.565
1.570796	2.108018	1.311430	13	5	108	1099.507
1.308997	1.998705	2.370472	30	14	131	1099.255
2.094395	2.115563	0.685730	15	1	110	1096.044
2.356194	1.433411	-1.035986	22	16	128	1094.876
-1.308997	1.606104	-0.451151	28	137	129	1093.935
0.785398	2.984978	1.954446	23	14	123	1093.656
2.617994	2.247462	0.191623	20	125	111	1092.710
1.570796	1.574060	2.783565	23	19	129	1092.686
0.000000	1.134796	2.434290	21	116	33	1088.200
2.356194	2.063651	-2.044600	138	133	117	1086.834
0.000000	0.733948	3.021411	27	121	37	1085.524
1.570796	2.104282	-0.813972	26	132	26	1084.919
2.356194	1.554776	0.100351	21	6	110	1083.647
1.570796	2.637879	2.121598	16	7	115	1083.442
2.879793	0.591903	2.010408	22	135	119	1082.533
2.356194	2.153910	-1.714959	32	14	20	1081.953
2.356194	1.301460	-0.509251	37	137	139	1080.890
2.094395	0.290380	-0.796960	14	119	121	1079.171
1.570796	1.766067	2.153843	22	16	120	1079.157
-0.523599	0.370812	-2.547742	11	138	110	1079.044
-1.570796	2.404280	-0.174044	22	11	118	1078.620
2.879793	2.592629	0.909713	17	136	115	1077.108
2.094395	1.977582	0.969896	21	0	114	1076.777
-3.141593	2.704512	1.488683	8	135	112	1075.505
2.879793	0.866955	-0.931351	38	131	27	1074.685
2.094395	2.247462	0.191623	17	139	113	1073.405
0.261799	0.297065	2.160177	20	26	15	1072.770
1.570796	2.724429	-0.348782	10	130	112	1071.719
1.047198	1.998705	2.370472	20	27	118	1069.925
2.879793	2.343981	-1.040456	29	8	126	1069.364
2.356194	1.195355	1.200319	28	13	128	1069.298
0.785398	2.478122	2.609777	24	25	122	1069.243
2.094395	1.335669	0.897240	32	3	126	1069.174
-2.617994	2.979456	-1.009304	23	12	121	1068.788
1.570796	2.187132	-0.479875	18	131	117	1068.504
1.570796	0.418037	1.360082	36	3	22	1068.178
-1.832596	2.587733	0.232235	24	2	113	1067.989
2.094395	1.875281	0.107086	22	2	118	1067.841
2.356194	2.295480	1.008277	13	138	111	1067.799
2.094395	1.555207	1.708892	24	10	122	1065.080
2.094395	1.836682	-0.676006	27	137	123	1064.677
-0.785398	2.033014	2.977192	14	18	119	1063.302
0.261799	0.929350	-2.910676	28	125	38	1063.203
2.879793	2.379497	0.561089	22	138	113	1061.647
1.570796	2.455966	-0.641220	17	131	117	1059.463
-0.261799	1.696674	-1.253233	115	117	13	1059.137
0.523599	2.704512	1.488683	15	2	111	1058.904
2.356194	2.343981	-1.040456	29	1	123	1058.753
-2.617994	2.396274	-1.959260	10	9	123	1058.534
0.000000	0.640596	-2.797608	27	128	39	1058.505
1.832596	1.721184	-0.153948	24	137	122	1053.889
1.570796	1.909857	-0.381669	21	131	120	1053.515
2.879793	2.456751	-1.503343	29	16	131	1053.113
1.047198	2.379497	0.561089	5	18	109	1051.858
1.570796	1.367556	0.358405	22	131	111	1051.152
1.832596	1.766067	2.153843	18	18	120	1050.963
1.570796	1.699788	2.452890	22	19	124	1050.145
1.308997	2.247462	0.191623	12	139	110	1049.871
1.308997	1.824694	1.850876	22	9	115	1048.895
-0.523599	2.760637	2.781135	30	139	124	1047.122
2.617994	2.396274	-1.959260	14	23	113	1046.553
-2.617994	1.440580	2.260026	8	129	29	1045.930
1.570796	2.379497	0.561089	11	3	108	1045.920
-1.570796	2.379497	0.561089	18	139	108	1045.104
-2.617994	0.379747	-1.713059	127	135	23	1044.850
2.617994	2.979456	-1.009304	27	137	116	1044.237
-0.261799	1.050534	3.042579	23	111	36	1043.896
1.832596	1.606104	-0.451151	26	135	124	1043.853
0.785398	1.909857	-0.381669	10	131	117	1043.121
0.523599	1.870545	-2.976234	21	1	124	1042.820
1.570796	1.977582	0.969896	15	1	110	1042.071
0.523599	2.588535	-2.976617	23	132	118	1041.222
-2.356194	2.724429	-0.348782	29	4	119	1041.205
-2.879793	0.992645	-1.723759	20	13	134	1041.191
1.570796	1.184361	0.625864	28	135	115	1040.503
1.570796	0.685216	-1.712745	6	113	41	1039.771
2.094395	1.662363	0.915448	21	7	113	1039.648
1.570796	1.506530	1.988858	31	6	126	1039.597
2.879793	2.724429	-0.348782	30	138	118	1038.025
1.308997	1.599406	1.426070	24	9	114	1037.042
2.617994	1.113094	-0.272241	43	133	11	1036.534
2.356194	1.135834	-1.431087	20	136	129	1036.177
-1.047198	1.824694	1.850876	139	107	116	1036.036
1.308997	2.251330	-2.330739	26	137	125	1035.862
1.570796	1.736875	3.023612	30	5	133	1035.286
1.308997	1.699788	2.452890	18	31	119	1034.165
2.356194	2.247462	0.191623	17	1	113	1033.918
0.261799	0.914445	2.687814	32	119	32	1033.814
0.785398	2.592629	0.909713	4	136	107	1033.732
2.356194	0.866955	-0.931351	21	2	125	1032.518
0.785398	2.063651	-2.044600	11	17	119	1032.060
0.785398	1.555207	1.708892	20	6	105	1032.008
2.094395	2.881233	-2.582574	27	16	126	1031.829
-1.308997	2.089241	-0.114193	15	11	115	1031.712
-3.141593	2.343981	-1.040456	28	12	126	1030.618
2.094395	2.138223	1.678323	15	6	113	1030.124
0.523599	1.683268	0.374177	12	7	114	1029.771
2.617994	1.721184	-0.153948	33	4	124	1029.170
1.570796	2.247462	0.191623	3	123	108	1029.167
2.617994	2.379497	0.561089	21	136	113	1026.742
2.356194	1.699788	2.452890	13	13	122	1025.614
1.570796	1.256302	0.062705	21	2	115	1025.196
0.523599	1.599406	1.426070	19	115	115	1024.911
-1.570796	1.721184	-0.153948	27	134	131	1024.751
1.570796	1.504028	0.636812	22	135	110	1024.389
2.879793	1.836682	-0.676006	27	138	120	1023.980
-1.047198	0.700570	1.559208	6	134	112	1022.849
-0.523599	2.704512	1.488683	24	11	112	1022.200
0.523599	2.592629	0.909713	10	136	110	1021.371
-2.356194	2.456751	-1.503343	10	8	120	1020.951
1.570796	2.349581	-2.702517	24	7	122	1018.120
0.785398	2.033014	2.977192	23	9	118	1017.690
2.617994	1.824694	1.850876	14	11	120	1017.615
1.832596	2.187132	-0.479875	22	133	119	1017.604
2.617994	1.606104	-0.451151	36	4	133	1016.855
1.308997	2.407836	1.410646	9	2	106	1016.759
1.832596	2.251330	-2.330739	33	3	132	1014.824
1.570796	1.214854	-1.966664	10	17	30	1013.871
-2.879793	0.571433	-1.188419	25	1	126	1010.987
0.000000	2.104282	-0.813972	6	118	36	1010.436
2.094395	1.554776	0.100351	31	136	122	1009.863
0.785398	2.108018	1.311430	15	9	108	1009.346
2.617994	2.251330	-2.330739	23	26	2	1009.105
1.308997	2.379497	0.561089	9	139	107	1008.565
-0.785398	2.724429	-0.348782	8	15	118	1008.541
0.261799	1.948085	-2.363031	14	11	118	1008.071
2.356194	1.732874	-0.951685	23	5	122	1006.869
1.308997	2.041297	-2.664597	32	138	132	1006.846
1.047198	2.704512	1.488683	13	1	112	1006.365
1.308997	2.579248	-2.364801	36	3	135	1006.225
1.832596	1.683268	0.374177	24	136	117	1005.984
-3.141593	2.104282	-0.813972	28	9	122	1005.213
-0.261799	2.404280	-0.174044	3	15	113	1004.911
0.261799	1.374601	-2.456031	25	12	138	1004.580
0.785398	2.396274	-1.959260	19	133	123	1004.386
2.617994	1.846342	-1.796954	18	12	124	1003.288
0.785398	2.001437	0.381215	8	14	113	1002.756
2.879793	0.850607	-1.335383	21	9	129	1002.236
2.356194	1.335669	0.897240	30	8	126	1002.029
1.832596	2.299159	2.264663	12	23	113	1001.445
2.879793	0.899350	-2.069907	22	136	35	1000.592
1.308997	1.741644	-2.695914	31	138	137	1000.472
1.832596	1.214854	-1.966664	8	20	30	1000.109
-3.141593	2.760637	2.781135	24	129	130	1000.003
1.832596	0.203748	0.590255	33	129	33	999.752
1.308997	2.349581	-2.702517	30	139	125	999.660
1.308997	2.637879	2.121598	18	5	115	999.536
1.047198	2.356369	3.005869	35	12	134	999.256
0.000000	1.554776	0.100351	5	138	112	998.627
1.308997	2.478122	2.609777	18	17	115	998.590
1.570796	2.138223	1.678323	14	7	109	998.444
2.356194	2.251330	-2.330739	28	22	2	997.869
2.356194	0.458961	-0.107937	39	131	21	997.030
1.832596	1.875281	0.107086	16	125	110	996.457
1.832596	2.724429	-0.348782	14	133	113	996.235
1.832596	1.872854	1.543456	22	4	116	995.899
2.617994	2.138223	1.678323	14	6	116	995.356
2.356194	1.683268	0.374177	24	10	117	995.311
1.570796	1.325504	-1.671296	12	13	29	995.085
1.047198	1.218453	2.777284	38	137	25	995.042
2.617994	1.662363	0.915448	25	8	121	994.968
1.047198	2.881233	-2.582574	34	0	127	994.897
0.785398	2.407836	1.410646	14	138	108	994.661
2.617994	1.506530	1.988858	15	10	120	994.615
2.879793	1.448123	-2.163292	16	15	133	994.024
0.261799	1.662363	0.915448	7	111	113	992.725
1.047198	2.349581	-2.702517	29	134	125	992.708
0.785398	1.824694	1.850876	18	10	106	992.698
1.832596	0.418037	1.360082	33	11	20	992.399
-2.617994	1.168678	2.108595	8	126	30	992.375
-1.047198	0.297065	2.160177	10	15	111	991.906
1.047198	1.732874	-0.951685	21	128	30	991.896
-2.094395	0.080730	-2.622036	20	123	122	990.280
0.000000	0.370812	-2.547742	25	136	38	990.269
2.356194	2.456751	-1.503343	26	13	121	990.109
2.617994	2.001437	0.381215	17	9	109	989.599
2.356194	2.979456	-1.009304	25	135	114	989.462
0.785398	1.836682	-0.676006	10	129	120	989.326
2.094395	2.719179	-1.780644	30	1	121	989.018
-1.047198	2.247462	0.191623	19	9	116	988.856
1.832596	1.506530	1.988858	28	9	126	988.841
2.356194	1.756530	-2.105156	18	8	129	987.651
1.832596	1.977582	0.969896	22	137	114	986.565
0.785398	2.724429	-0.348782	11	133	117	985.864
2.356194	1.977582	0.969896	22	3	115	985.089
0.523599	2.063651	-2.044600	13	14	119	984.189
1.832596	1.809167	1.213774	17	8	112	984.168
0.785398	1.809167	1.213774	16	9	108	983.794
2.879793	1.194549	-0.801900	40	135	24	982.564
2.094395	1.599406	1.426070	18	118	34	981.834
1.570796	2.984978	1.954446	7	6	113	981.715
-2.094395	1.301460	-0.509251	24	124	29	981.249
1.570796	1.809167	1.213774	19	7	112	980.873
-2.879793	1.696674	-1.253233	12	127	126	979.947
-0.261799	1.134796	2.434290	19	113	33	979.864
-2.879793	1.904882	-1.478089	15	126	128	979.701
1.832596	0.914445	2.687814	12	18	118	978.885
-0.523599	1.195355	1.200319	11	4	107	978.482
2.356194	0.290380	-0.796960	27	122	36	977.486
1.308997	1.045978	0.343692	21	130	113	977.090
1.570796	2.033014	2.977192	22	13	123	976.452
2.094395	1.413430	2.550734	15	14	124	976.095
-3.141593	2.979456	-1.009304	29	4	121	976.083
2.356194	2.455966	-0.641220	29	136	118	974.990
1.570796	2.299159	2.264663	16	19	114	974.984
0.000000	1.050534	3.042579	26	115	36	974.879
1.832596	1.699788	2.452890	18	21	124	974.805
1.047198	2.478122	2.609777	20	11	115	974.750
1.047198	2.174483	2.653697	22	25	121	974.602
1.308997	1.367556	0.358405	21	128	111	973.952
-2.879793	2.724429	-0.348782	27	2	116	973.732
-2.617994	2.863997	0.549740	27	136	116	972.768
1.832596	1.824694	1.850876	17	15	115	972.719
-2.094395	2.138223	1.678323	19	14	126	972.539
1.832596	1.574060	2.783565	18	15	127	972.438
2.356194	1.909857	-0.381669	26	2	120	972.036
1.570796	0.203748	0.590255	31	122	35	971.689
-2.356194	1.606104	-0.451151	21	121	33	971.380
-3.141593	1.194549	-0.801900	29	14	127	970.610
2.617994	1.488617	1.159546	23	14	123	970.225
0.523599	0.733948	3.021411	32	130	35	970.031
2.879793	1.721184	-0.153948	32	135	119	968.680
2.356194	1.599406	1.426070	22	11	120	968.385
1.047198	2.164094	-2.991358	26	138	123	967.564
0.523599	1.218453	2.777284	36	121	28	967.306
2.879793	1.948085	-2.363031	17	29	10	966.559
1.047198	2.592629	0.909713	5	138	107	966.437
-1.047198	0.419640	2.974122	27	128	125	966.036
0.261799	2.393226	1.857173	25	8	114	966.007
2.094395	0.418037	1.360082	30	15	21	965.806
2.617994	2.456751	-1.503343	31	9	130	965.780
2.879793	1.982574	-1.115518	34	138	131	965.721
1.832596	1.113094	-0.272241	22	136	117	965.653
-1.832596	2.379497	0.561089	19	137	109	963.976
2.617994	2.664082	-1.071402	29	2	120	963.888
1.047198	0.496451	0.593859	24	130	119	963.727
0.261799	1.128190	-2.288622	22	17	0	963.348
