0	309.2439
1	308.6523
2	302.2087
3	295.6931
4	295.0663
5	299.8004
6	304.0812
7	303.8786
8	301.1972
9	301.0548
10	305.4425
11	311.0821
12	312.8119
13	308.7201
14	302.1274
15	298.6938
16	301.0617
17	306.0278
18	307.6927
19	304.0413
20	299.6596
21	300.5389
22	306.3433
23	309.8585
24	305.3163
25	295.7440
26	289.8768
27	292.1389
28	298.0214
29	300.2012
30	297.3630
31	295.0624
32	298.4375
33	306.1798
34	312.4443
35	313.2595
36	309.8283
37	306.3535
38	305.7972
39	307.4502
40	307.8099
41	303.9973
42	297.1048
43	292.0423
44	292.9751
45	298.5869
46	302.9185
47	301.8224
48	297.9574
49	297.8877
50	303.9413
51	310.5921
52	310.5303
53	303.7123
54	298.1500
55	300.7537
56	309.0106
57	313.7917
58	310.1951
59	303.4042
60	302.3759
61	308.8708
62	315.1443
63	313.2713
64	304.8811
65	299.4147
66	302.9775
67	311.3066
68	315.0949
69	310.7798
70	303.8900
71	301.7817
72	305.1215
73	307.8976
74	305.0048
75	298.1423
76	293.7510
77	296.0167
78	302.7027
79	307.6902
80	307.1002
81	302.8288
82	300.2118
83	302.2333
84	306.2036
85	306.7175
86	302.0715
87	296.8123
88	296.9040
89	302.7488
90	308.3688
91	308.0626
92	302.8480
93	299.0623
94	300.8572
95	305.5567
96	307.1635
97	303.5360
98	298.7891
99	298.4463
100	303.1771
101	308.1707
102	308.6240
103	305.0656
104	302.5722
105	304.8198
106	309.7597
107	311.9452
108	308.7908
109	303.2763
110	300.0553
111	300.0687
112	300.1531
113	297.5341
114	293.3471
115	291.2778
116	293.5490
117	298.8512
118	303.7629
119	305.5714
120	304.0525
121	301.3984
122	300.4102
123	301.8331
124	303.3815
125	302.5146
126	300.4550
127	301.8417
128	309.0387
129	317.9028
130	321.4700
131	317.9720
132	312.9448
133	312.2748
134	315.1059
135	315.8282
136	312.1697
137	308.4399
138	309.8579
139	315.7508
140	320.3706
141	319.6822
142	315.2073
143	311.0679
144	309.2945
145	308.9348
146	308.4214
147	307.5187
148	307.2764
149	308.9520
150	312.8252
151	317.2647
152	319.1400
153	316.3262
154	310.1329
155	304.4238
156	301.7776
157	301.0568
158	299.5445
159	297.0851
160	296.8911
161	301.7117
162	309.9321
163	316.5065
164	317.9009
165	315.4448
166	313.3086
167	313.4710
168	313.5385
169	310.0525
170	303.4194
171	298.4242
172	299.3353
173	305.1505
174	310.5740
175	311.6128
176	309.2696
177	307.3166
178	307.4233
179	307.6826
180	305.7334
181	302.0053
182	299.2307
183	299.5152
184	302.6326
185	306.6654
186	309.4180
187	309.4602
188	306.8972
189	303.4036
190	300.6829
191	298.5877
192	295.6646
193	292.0681
194	290.7716
195	294.4567
196	301.5089
197	306.7447
198	306.8155
199	303.7686
200	302.1071
201	303.0230
202	303.3086
203	300.3236
204	296.3181
205	296.2363
206	301.6445
207	308.3657
208	310.8012
209	307.8778
210	303.6705
211	302.1688
212	302.7321
213	301.7422
214	297.9893
215	294.7295
216	295.7559
217	300.4722
218	304.4047
219	304.6455
220	303.0910
221	303.2775
222	305.4292
223	306.6218
224	305.4711
225	304.3677
226	306.0641
227	309.6717
228	311.8960
229	311.5765
230	310.8215
231	311.2702
232	311.3637
233	308.8090
234	304.3641
235	301.1320
236	300.4674
237	300.5973
238	299.8261
239	299.3769
240	301.6003
241	306.2499
242	310.3344
243	311.7470
244	311.5629
245	312.0352
246	313.2647
247	312.9533
248	309.3480
249	303.6608
250	299.1996
251	298.2198
252	299.8683
253	301.3672
254	301.1281
255	300.4120
256	301.5491
257	304.5960
258	306.7177
259	305.5728
260	302.4447
261	300.6719
262	301.2928
263	301.9651
264	300.7010
265	299.0419
266	300.0245
267	303.7365
268	306.8947
269	307.1199
270	305.7226
271	305.1417
272	305.1224
273	303.4286
274	299.8958
275	297.4960
276	298.5721
277	301.7405
278	304.0562
279	305.2037
280	307.4504
281	311.3978
282	313.9336
283	311.8554
284	306.3201
285	301.8313
286	301.0792
287	302.4504
288	303.1139
289	303.1576
290	305.2090
291	310.1874
292	315.0208
293	315.7257
294	312.0300
295	307.4654
296	304.9591
297	303.8675
298	302.2037
299	300.5606
300	301.8858
301	307.1981
302	313.2619
303	315.8599
304	314.3906
305	311.5168
306	308.7891
307	304.7982
308	298.4715
309	292.4070
310	290.8417
311	294.5838
312	299.9140
313	303.1884
314	304.7685
315	306.9331
316	309.3502
317	309.0024
318	304.5977
319	298.9697
320	296.0314
321	296.5170
322	298.0807
323	299.0632
324	300.4424
325	303.5536
326	307.2974
327	308.9281
328	307.2031
329	303.5507
330	300.0178
331	297.1647
