Frame         Time          Bond          Angle         Dihed         Impr          Elec          VdW           Conf          Nonbond       Total         
880           880           +243.273      +741.844      +302.944      +38.6895      -1689.01      -314.81       +1326.75      -2003.82      -677.074      
881           881           +201.475      +697.365      +312.909      +45.4772      -1708.45      -269.016      +1257.23      -1977.47      -720.244      
882           882           +233.274      +687.37       +304.422      +46.3179      -1687.44      -298.532      +1271.38      -1985.97      -714.589      
883           883           +246.314      +659.326      +298.426      +41.1575      -1652.91      -306.704      +1245.22      -1959.62      -714.394      
884           884           +241.399      +724.34       +312.001      +50.8988      -1650.98      -334.822      +1328.64      -1985.8       -657.166      
885           885           +242.976      +722.012      +306.247      +43.7535      -1643.49      -305.837      +1314.99      -1949.32      -634.335      
886           886           +222.15       +749.802      +296.294      +49.3571      -1689.52      -299.862      +1317.6       -1989.38      -671.78       
887           887           +233.085      +673.379      +310.118      +37.534       -1661.29      -309.393      +1254.12      -1970.69      -716.57       
888           888           +249.86       +730.681      +299.173      +41.5078      -1678.93      -309.487      +1321.22      -1988.41      -667.192      
889           889           +232.2        +737.917      +282.111      +42.5253      -1672.18      -314.206      +1294.75      -1986.38      -691.628      
890           890           +214.358      +702.077      +304.507      +39.2336      -1679.2       -303.591      +1260.18      -1982.79      -722.614      
891           891           +214.326      +732.305      +288.154      +53.5462      -1665.22      -318.712      +1288.33      -1983.93      -695.598      
892           892           +236.655      +708.004      +292.8        +46.8986      -1689.5       -302.287      +1284.36      -1991.79      -707.433      
893           893           +233.705      +660.148      +296.399      +37.8397      -1677.17      -320.338      +1228.09      -1997.51      -769.418      
894           894           +255.863      +709.001      +287.783      +42.3711      -1701.49      -304.197      +1295.02      -2005.69      -710.67       
895           895           +238.915      +743.397      +287.824      +40.126       -1702.55      -321.3        +1310.26      -2023.85      -713.588      
896           896           +236.156      +725.774      +282.924      +41.3223      -1687.41      -303.671      +1286.18      -1991.08      -704.9        
897           897           +229.591      +693.37       +307.709      +38.9569      -1684.49      -300.648      +1269.63      -1985.14      -715.515      
898           898           +277.217      +693.912      +306.778      +38.9962      -1712.47      -331.914      +1316.9       -2044.38      -727.478      
899           899           +237.613      +741.398      +302.024      +43.189       -1701.5       -283.423      +1324.22      -1984.92      -660.695      
900           900           +250.442      +698.263      +301.761      +44.1027      -1716.48      -293.027      +1294.57      -2009.51      -714.939      
901           901           +237.786      +686.042      +292.311      +40.0117      -1698.71      -299.108      +1256.15      -1997.82      -741.672      
902           902           +230.147      +712.917      +292.303      +35.7577      -1679.76      -321.544      +1271.12      -2001.31      -730.181      
903           903           +224.711      +706.867      +301.023      +35.1498      -1751.89      -290.503      +1267.75      -2042.39      -774.642      
904           904           +228.465      +680.76       +310.114      +45.6682      -1705.5       -307.497      +1265.01      -2013         -747.989      
905           905           +229.725      +717.668      +304.658      +39.942       -1700.75      -300.96       +1291.99      -2001.71      -709.716      
906           906           +215.128      +686.481      +290.943      +52.1159      -1677.15      -303.056      +1244.67      -1980.21      -735.54       
907           907           +224.312      +690.664      +312.81       +47.4063      -1655.19      -306.445      +1275.19      -1961.64      -686.445      
908           908           +251.94       +681.166      +298.098      +38.5178      -1691         -253.664      +1269.72      -1944.67      -674.944      
909           909           +263.196      +708.417      +309.669      +36.1558      -1686.71      -309.528      +1317.44      -1996.24      -678.802      
910           910           +243.374      +683.652      +305.097      +38.5101      -1670.86      -265.791      +1270.63      -1936.65      -666.015      
911           911           +240.407      +680.488      +315.37       +36.922       -1698.38      -287.561      +1273.19      -1985.94      -712.752      
912           912           +251.917      +699.107      +306.926      +43.53        -1676.83      -296.325      +1301.48      -1973.15      -671.672      
913           913           +236.886      +708.377      +305.283      +49.7469      -1672.22      -290.317      +1300.29      -1962.53      -662.239      
914           914           +233.217      +726.412      +316.697      +37.9568      -1676.69      -298.24       +1314.28      -1974.93      -660.648      
915           915           +242.948      +705.507      +295.172      +41.226       -1671.25      -283.641      +1284.85      -1954.89      -670.033      
916           916           +238.446      +702.752      +311.37       +43.7853      -1649.49      -319.175      +1296.35      -1968.66      -672.307      
917           917           +234.226      +688.799      +293.856      +51.7334      -1649.78      -311.31       +1268.61      -1961.09      -692.474      
918           918           +236.938      +684.749      +300.167      +40.0717      -1685.13      -299.4        +1261.92      -1984.53      -722.61       
919           919           +256.834      +716.17       +294.203      +37.3447      -1717.72      -308.71       +1304.55      -2026.43      -721.877      
920           920           +222.447      +709.915      +300.257      +45.7196      -1717.14      -272.189      +1278.34      -1989.32      -710.986      
921           921           +235.406      +740.738      +311.981      +43.7471      -1706.21      -309.015      +1331.87      -2015.23      -683.355      
922           922           +241.314      +715.276      +294.453      +41.6937      -1690.98      -288.86       +1292.74      -1979.84      -687.1        
923           923           +244.492      +715.2        +312.613      +34.819       -1721.67      -286.386      +1307.12      -2008.06      -700.935      
924           924           +227.162      +695.34       +304.622      +41.7069      -1728.28      -307.939      +1268.83      -2036.22      -767.388      
925           925           +252.348      +719.559      +302.699      +40.4237      -1711.6       -290.926      +1315.03      -2002.53      -687.497      
926           926           +215.548      +732.74       +319.212      +47.182       -1695.53      -298.36       +1314.68      -1993.89      -679.21       
927           927           +251.737      +743.131      +293.825      +39.79        -1742.93      -292.32       +1328.48      -2035.25      -706.763      
928           928           +247.433      +677.369      +301.981      +36.6467      -1764.91      -306.47       +1263.43      -2071.38      -807.955      
929           929           +209.307      +710.452      +304.973      +38.3893      -1711.68      -294.774      +1263.12      -2006.45      -743.332      
930           930           +220.206      +710.402      +291.682      +34.2202      -1663.47      -286.144      +1256.51      -1949.61      -693.104      
931           931           +236.126      +687.111      +303.368      +45.0977      -1701.71      -296.519      +1271.7       -1998.23      -726.525      
932           932           +209.074      +716.485      +316.389      +42.4896      -1715.72      -304.428      +1284.44      -2020.15      -735.712      
933           933           +235.457      +700.517      +303.346      +38.761       -1695.78      -305.119      +1278.08      -2000.9       -722.82       
934           934           +226.451      +729.181      +299.674      +42.65        -1706.17      -305.784      +1297.96      -2011.96      -713.998      
935           935           +221.752      +671.604      +304.478      +41.9753      -1693.4       -278.578      +1239.81      -1971.98      -732.168      
936           936           +203.507      +724.616      +313.207      +45.8198      -1742.05      -268.439      +1287.15      -2010.49      -723.337      
937           937           +232.683      +717.777      +306.47       +51.3477      -1728.99      -308.966      +1308.28      -2037.95      -729.676      
938           938           +249.007      +707.115      +325.076      +45.3541      -1728.53      -279.936      +1326.55      -2008.47      -681.916      
939           939           +216.702      +713.662      +308.055      +42.9578      -1673.88      -307.061      +1281.38      -1980.94      -699.561      
940           940           +230.28       +732.383      +308.372      +40.6739      -1697.05      -298.759      +1311.71      -1995.81      -684.104      
941           941           +259.753      +740.909      +298.748      +39.5867      -1661.59      -300.415      +1339         -1962         -623.005      
942           942           +242.002      +711.345      +307.391      +40.1157      -1695.55      -294.201      +1300.85      -1989.75      -688.896      
943           943           +218.531      +763.168      +303.92       +34.3044      -1714.68      -301.39       +1319.92      -2016.07      -696.15       
944           944           +249.587      +692.745      +311.959      +41.2481      -1718.3       -288.923      +1295.54      -2007.23      -711.688      
945           945           +241.64       +716.75       +310.884      +50.7887      -1687.81      -315.275      +1320.06      -2003.09      -683.025      
946           946           +225.716      +724.938      +321.002      +35.6693      -1698.02      -295.457      +1307.33      -1993.47      -686.149      
947           947           +217.619      +726.17       +298.941      +47.88        -1702.87      -312.456      +1290.61      -2015.32      -724.712      
948           948           +222.065      +704.072      +306.491      +47.9506      -1711.62      -298.937      +1280.58      -2010.55      -729.974      
949           949           +218.832      +728.301      +329.975      +45.0054      -1715.24      -298.041      +1322.11      -2013.28      -691.165      
950           950           +235.703      +719.869      +309.379      +41.727       -1724.77      -292.356      +1306.68      -2017.12      -710.446      
951           951           +237.51       +716.536      +302.816      +39.8932      -1748.77      -298.583      +1296.76      -2047.36      -750.602      
952           952           +257.52       +729.184      +318.589      +42.2829      -1758.59      -291.901      +1347.58      -2050.49      -702.919      
953           953           +230.113      +745.044      +305.726      +45.7355      -1731.48      -295.307      +1326.62      -2026.79      -700.173      
954           954           +241.787      +744.301      +304.7        +46.4203      -1748.55      -305.888      +1337.21      -2054.44      -717.228      
955           955           +238.233      +701.217      +312.55       +37.2119      -1704.7       -274.964      +1289.21      -1979.66      -690.45       
956           956           +233.912      +722.486      +322.738      +43.4457      -1699.11      -288.809      +1322.58      -1987.92      -665.334      
957           957           +236.997      +732.691      +314.454      +38.0873      -1697.13      -297.332      +1322.23      -1994.46      -672.227      
958           958           +200.919      +741.282      +313.978      +36.31        -1701.2       -300.42       +1292.49      -2001.62      -709.129      
959           959           +242.912      +725.587      +310.742      +39.9839      -1675.65      -313.263      +1319.22      -1988.92      -669.692      
960           960           +249.503      +729.172      +299.018      +35.1281      -1710.73      -285.528      +1312.82      -1996.26      -683.441      
961           961           +231.738      +731.61       +297.478      +38.097       -1701         -313.404      +1298.92      -2014.41      -715.483      
962           962           +222.106      +698.02       +305.58       +46.1094      -1700.66      -303.052      +1271.81      -2003.72      -731.9        
963           963           +245.745      +749.939      +293.632      +47.2095      -1756.3       -305.112      +1336.52      -2061.41      -724.885      
964           964           +231.686      +673.041      +316.93       +41.4187      -1696.04      -304.206      +1263.08      -2000.25      -737.169      
965           965           +233.172      +696.771      +300.868      +39.396       -1703.13      -288.613      +1270.21      -1991.75      -721.539      
966           966           +233.651      +697.614      +308.783      +39.8832      -1644.41      -303.558      +1279.93      -1947.97      -668.037      
967           967           +220.271      +708.04       +312.248      +44.332       -1687.92      -276.687      +1284.89      -1964.6       -679.713      
968           968           +248.016      +754.95       +303.731      +46.6197      -1667.58      -309.647      +1353.32      -1977.23      -623.915      
969           969           +240.016      +699.781      +301.463      +50.4595      -1680.08      -315.309      +1291.72      -1995.39      -703.668      
970           970           +217.211      +715.322      +309.863      +50.3971      -1669.51      -301.822      +1292.79      -1971.33      -678.539      
971           971           +247.453      +729.162      +306.338      +37.3607      -1716.32      -308.582      +1320.31      -2024.9       -704.588      
972           972           +239.302      +687.14       +299.305      +31.4589      -1698.71      -316.28       +1257.21      -2014.99      -757.786      
973           973           +220.773      +714.426      +314.055      +45.8153      -1698.46      -329.332      +1295.07      -2027.79      -732.718      
974           974           +218.115      +726.348      +306.244      +45.7216      -1731.99      -321.337      +1296.43      -2053.33      -756.896      
975           975           +255.229      +739.198      +332.084      +45.8499      -1751.53      -294.954      +1372.36      -2046.49      -674.126      
976           976           +257.52       +740.875      +313.488      +38.3302      -1753.81      -294.715      +1350.21      -2048.53      -698.317      
977           977           +264.126      +720.062      +302.361      +44.9734      -1757.51      -315.721      +1331.52      -2073.23      -741.71       
978           978           +225.689      +701.545      +298.276      +48.0243      -1733.11      -280.162      +1273.53      -2013.27      -739.74       
979           979           +237.111      +748.157      +312.869      +44.4867      -1746.97      -294.656      +1342.62      -2041.62      -698.999      
980           980           +236.144      +717.932      +301.069      +35.1214      -1730.44      -295.079      +1290.27      -2025.52      -735.257      
981           981           +239.599      +752.588      +295.889      +47.9429      -1716.38      -293.361      +1336.02      -2009.75      -673.726      
982           982           +247.731      +744.229      +292.291      +42.8059      -1696.21      -310.608      +1327.06      -2006.81      -679.757      
983           983           +218.329      +786.025      +300.772      +51.9127      -1711.46      -313.341      +1357.04      -2024.8       -667.76       
984           984           +226.577      +769.547      +313.074      +46.6979      -1705.86      -298.853      +1355.9       -2004.71      -648.814      
985           985           +229.952      +755.867      +293.579      +35.6397      -1692.75      -286.102      +1315.04      -1978.85      -663.811      
986           986           +242.743      +756.528      +293.328      +42.8387      -1687.62      -307.127      +1335.44      -1994.75      -659.308      
987           987           +262.07       +737.043      +318.311      +38.5303      -1672.17      -314.873      +1355.95      -1987.05      -631.092      
988           988           +244.913      +744.472      +309.335      +36.8521      -1709.96      -304.387      +1335.57      -2014.35      -678.781      
989           989           +242.262      +715.905      +300.126      +43.1214      -1706.56      -304.846      +1301.41      -2011.41      -709.997      
990           990           +235.414      +717.351      +313.168      +34.7508      -1680.21      -290.271      +1300.68      -1970.48      -669.796      
991           991           +230.743      +698.159      +300.096      +37.9523      -1703.83      -291.418      +1266.95      -1995.25      -728.295      
992           992           +259.08       +711.792      +299.389      +41.5601      -1716.16      -313.902      +1311.82      -2030.07      -718.246      
993           993           +247.191      +713.107      +313.289      +35.6885      -1716.3       -302.49       +1309.28      -2018.79      -709.514      
994           994           +243.767      +722.491      +307.743      +36.044       -1703.59      -301.992      +1310.05      -2005.58      -695.537      
995           995           +228.295      +716.937      +303.747      +39.4888      -1715.13      -302.496      +1288.47      -2017.62      -729.157      
996           996           +230.107      +692.763      +305.467      +39.1459      -1677.82      -296.78       +1267.48      -1974.6       -707.114      
997           997           +236.894      +732.845      +292.311      +43.1683      -1670.9       -304.48       +1305.22      -1975.38      -670.157      
998           998           +232.115      +713.965      +311.413      +44.6691      -1652.35      -303.019      +1302.16      -1955.36      -653.202      
999           999           +240.041      +718.016      +311.461      +49.1218      -1717.17      -301.509      +1318.64      -2018.68      -700.041      
1000          1000          +268.667      +727.622      +325.861      +39.7249      -1673.31      -299.142      +1361.88      -1972.45      -610.572      
1001          1001          +257.548      +729.093      +331.55       +39.1717      -1679.29      -303.054      +1357.36      -1982.34      -624.979      
1002          1002          +238.918      +724.625      +309.28       +45.8141      -1698.28      -288.992      +1318.64      -1987.27      -668.631      
1003          1003          +253.761      +748.499      +300.781      +45.0169      -1678.11      -311.699      +1348.06      -1989.81      -641.753      
1004          1004          +245.305      +714.217      +321.137      +40.1789      -1676.3       -306.14       +1320.84      -1982.44      -661.597      
1005          1005          +221.972      +721.151      +305.994      +45.9009      -1696         -305.155      +1295.02      -2001.16      -706.143      
1006          1006          +226.148      +735.54       +310.196      +41.5212      -1707.82      -303.024      +1313.4       -2010.85      -697.444      
1007          1007          +216.919      +718.459      +313.502      +46.8809      -1683.36      -303.538      +1295.76      -1986.9       -691.139      
1008          1008          +216.517      +728.757      +317.36       +52.2469      -1670.57      -292.925      +1314.88      -1963.5       -648.616      
1009          1009          +244.109      +691.444      +300.973      +43.0402      -1660.82      -292.423      +1279.57      -1953.24      -673.671      
1010          1010          +246.52       +692.545      +292.888      +37.0152      -1666.02      -291.518      +1268.97      -1957.54      -688.572      
1011          1011          +231.196      +714.385      +302.114      +51.5234      -1708         -278.032      +1299.22      -1986.03      -686.811      
1012          1012          +243.966      +718.342      +311.255      +40.0532      -1694.5       -299.572      +1313.62      -1994.07      -680.455      
1013          1013          +215.375      +730.395      +308.126      +46.1445      -1671.22      -291.002      +1300.04      -1962.22      -662.18       
1014          1014          +226.256      +700.625      +312.311      +37.2227      -1652.15      -296.93       +1276.41      -1949.08      -672.67       
1015          1015          +237.643      +701.723      +301.164      +47.1693      -1637.69      -304.137      +1287.7       -1941.83      -654.128      
1016          1016          +229.3        +717.6        +308.878      +34.2311      -1682.68      -313.082      +1290.01      -1995.76      -705.748      
1017          1017          +233.214      +702.485      +300.347      +36.4626      -1637.7       -308.722      +1272.51      -1946.42      -673.915      
1018          1018          +241.54       +739.968      +316.001      +52.4727      -1683.91      -318.139      +1349.98      -2002.05      -652.07       
1019          1019          +209.363      +736.444      +316.112      +37.0981      -1659.76      -300.807      +1299.02      -1960.57      -661.548      
1020          1020          +248.078      +722.768      +305.54       +37.0045      -1645.5       -325.063      +1313.39      -1970.57      -657.175      
1021          1021          +244.345      +726.736      +319.978      +42.2504      -1651.86      -314.73       +1333.31      -1966.59      -633.283      
1022          1022          +230.976      +694.058      +322.349      +34.5867      -1678.69      -293.323      +1281.97      -1972.01      -690.042      
1023          1023          +245.905      +704.098      +313.402      +42.8554      -1679.02      -275.309      +1306.26      -1954.33      -648.073      
1024          1024          +242.942      +725.574      +295.129      +46.9557      -1672.89      -311.015      +1310.6       -1983.91      -673.306      
1025          1025          +238.915      +714.337      +303.54       +39.9133      -1669.17      -314.383      +1296.7       -1983.55      -686.844      
1026          1026          +235.753      +751.503      +304.383      +43.2306      -1660.18      -322.229      +1334.87      -1982.41      -647.54       
1027          1027          +246.498      +702.676      +292.315      +40.577       -1672.82      -305.16       +1282.07      -1977.98      -695.914      
1028          1028          +219.523      +710.833      +304.086      +39.8624      -1707.92      -300.033      +1274.3       -2007.95      -733.648      
1029          1029          +237.981      +700.738      +297.992      +35.1071      -1709.13      -311.48       +1271.82      -2020.62      -748.797      
1030          1030          +207.58       +718.777      +312.512      +42.0329      -1703.08      -303.621      +1280.9       -2006.71      -725.803      
1031          1031          +243.978      +717.14       +296.589      +40.9544      -1699.83      -299.547      +1298.66      -1999.38      -700.714      
1032          1032          +224.833      +710.684      +312.151      +43.442       -1735.28      -290.017      +1291.11      -2025.29      -734.184      
1033          1033          +221.236      +716.545      +315.11       +47.429       -1726.47      -298.814      +1300.32      -2025.28      -724.964      
1034          1034          +239.165      +735.697      +305.903      +40.3722      -1722.61      -314.134      +1321.14      -2036.75      -715.609      
1035          1035          +264.85       +688.923      +318.428      +40.0776      -1756.86      -285.017      +1312.28      -2041.88      -729.603      
1036          1036          +236.819      +745.867      +309.645      +40.2946      -1703.45      -316.381      +1332.62      -2019.83      -687.208      
1037          1037          +227.964      +768.731      +304.914      +46.2155      -1755.59      -283.59       +1347.82      -2039.18      -691.357      
1038          1038          +238.222      +722.978      +308.062      +48.2214      -1724.17      -293.361      +1317.48      -2017.53      -700.047      
1039          1039          +226.297      +732.749      +300.769      +48.0902      -1735.26      -293.696      +1307.91      -2028.95      -721.048      
1040          1040          +237.217      +711.681      +314.359      +41.1352      -1687.18      -316.335      +1304.39      -2003.51      -699.119      
1041          1041          +247.979      +686.61       +315.032      +37.0021      -1730.55      -307.708      +1286.62      -2038.26      -751.639      
1042          1042          +228.548      +745.103      +287.29       +38.0095      -1711.1       -292.727      +1298.95      -2003.83      -704.876      
1043          1043          +234.893      +705.05       +301.034      +40.5886      -1713.67      -288.009      +1281.57      -2001.68      -720.119      
1044          1044          +269.062      +664.716      +299.777      +37.9955      -1748.15      -296.293      +1271.55      -2044.44      -772.888      
1045          1045          +234.371      +716.227      +310.911      +42.4348      -1732.65      -293          +1303.94      -2025.65      -721.706      
1046          1046          +238.396      +684.336      +317.548      +50.5106      -1726.15      -289.606      +1290.79      -2015.75      -724.963      
1047          1047          +248.877      +721.597      +302.116      +41.9314      -1745.9       -286.557      +1314.52      -2032.46      -717.935      
1048          1048          +257.223      +690.82       +314.867      +44.8324      -1708.1       -298.453      +1307.74      -2006.56      -698.813      
1049          1049          +230.614      +733.209      +305.993      +38.9881      -1737.49      -301.256      +1308.8       -2038.74      -729.941      
1050          1050          +221.001      +746.936      +304.637      +47.9488      -1763.49      -278.751      +1320.52      -2042.24      -721.719      
1051          1051          +249.456      +708.651      +300.901      +40.5359      -1713.7       -294.218      +1299.54      -2007.92      -708.373      
1052          1052          +247.394      +716.316      +298.111      +48.2227      -1749.7       -272.026      +1310.04      -2021.72      -711.678      
1053          1053          +239.153      +706.847      +318.209      +43.1435      -1735.85      -305.581      +1307.35      -2041.43      -734.08       
1054          1054          +256.04       +698.488      +302.144      +41.0191      -1749.94      -296.959      +1297.69      -2046.9       -749.21       
1055          1055          +238.768      +682.329      +311.738      +50.6779      -1741.4       -287.146      +1283.51      -2028.55      -745.038      
1056          1056          +253.823      +729.294      +290.838      +38.4368      -1722.07      -295.442      +1312.39      -2017.51      -705.124      
1057          1057          +240.456      +729.26       +273.26       +45.0682      -1716.11      -292.934      +1288.04      -2009.04      -720.999      
1058          1058          +242.581      +736.519      +314.925      +47.3731      -1755.3       -291.978      +1341.4       -2047.28      -705.885      
1059          1059          +235.199      +701.926      +308.525      +41.6251      -1683.44      -301.589      +1287.27      -1985.03      -697.759      
1060          1060          +244.979      +729.816      +305.514      +39.5072      -1709.77      -298.729      +1319.82      -2008.5       -688.684      
1061          1061          +241.565      +723.016      +313.612      +42.4487      -1727.94      -297.412      +1320.64      -2025.35      -704.71       
1062          1062          +254.496      +718.361      +311.625      +47.4277      -1738.02      -284.572      +1331.91      -2022.59      -690.681      
1063          1063          +236.199      +711.629      +319.498      +49.0402      -1729.75      -306.328      +1316.37      -2036.08      -719.714      
1064          1064          +228.329      +720.124      +313.686      +42.1112      -1698.69      -304.29       +1304.25      -2002.98      -698.727      
1065          1065          +235.174      +736.884      +305.592      +49.4192      -1740.06      -290.241      +1327.07      -2030.3       -703.235      
1066          1066          +252.659      +699.963      +307.628      +53.5943      -1727.65      -285.019      +1313.85      -2012.67      -698.828      
1067          1067          +239.494      +728.518      +305.499      +46.4875      -1722.77      -289.916      +1320         -2012.69      -692.69       
1068          1068          +234.399      +735.284      +308.851      +43.4259      -1725.75      -293.533      +1321.96      -2019.29      -697.326      
1069          1069          +251.437      +720.086      +294.327      +34.1049      -1696.28      -284.579      +1299.96      -1980.86      -680.907      
1070          1070          +244.458      +732.725      +300.27       +44.2584      -1722.45      -323.889      +1321.71      -2046.34      -724.632      
1071          1071          +235.925      +716.666      +285.354      +34.4971      -1681.42      -286.113      +1272.44      -1967.53      -695.089      
1072          1072          +227.055      +751.737      +282.839      +39.2513      -1722.11      -272.062      +1300.88      -1994.17      -693.286      
1073          1073          +229.536      +731.163      +300.689      +44.3274      -1718.84      -291.042      +1305.72      -2009.88      -704.164      
1074          1074          +229.64       +718.535      +306.113      +38.005       -1706.11      -280.49       +1292.29      -1986.6       -694.305      
1075          1075          +238.619      +739.66       +309.06       +39.3688      -1700.82      -300.391      +1326.71      -2001.21      -674.5        
1076          1076          +246.946      +729.198      +330.06       +45.1753      -1735.43      -306.118      +1351.38      -2041.55      -690.168      
1077          1077          +274.854      +729.888      +310.219      +40.5458      -1698.93      -294.186      +1355.51      -1993.12      -637.613      
1078          1078          +220.526      +685.148      +306.349      +35.1432      -1637.46      -291.54       +1247.17      -1929         -681.837      
1079          1079          +239.095      +699.422      +307.123      +36.5372      -1665.71      -313.794      +1282.18      -1979.5       -697.325      
1080          1080          +233.804      +707.08       +300.976      +37.7318      -1673.3       -269.31       +1279.59      -1942.61      -663.018      
1081          1081          +229.697      +730.559      +310.944      +36.0943      -1713.85      -288.003      +1307.3       -2001.86      -694.56       
1082          1082          +236.941      +688.856      +307.627      +35.5455      -1699.3       -306.409      +1268.97      -2005.7       -736.736      
1083          1083          +233.194      +746.101      +294.848      +35.3626      -1730.29      -299.902      +1309.51      -2030.19      -720.688      
1084          1084          +237.381      +733.129      +294.706      +43.7344      -1714.13      -298.753      +1308.95      -2012.89      -703.937      
1085          1085          +243.737      +728.643      +315.219      +40.7343      -1715.92      -277.089      +1328.33      -1993         -664.671      
1086          1086          +259.702      +693.842      +304.793      +41.233       -1702.56      -280.484      +1299.57      -1983.05      -683.479      
1087          1087          +254.36       +749.694      +289.77       +49.8966      -1727.69      -300.917      +1343.72      -2028.61      -684.886      
1088          1088          +228.529      +735.583      +299.824      +46.6677      -1703.98      -303.104      +1310.6       -2007.09      -696.485      
1089          1089          +263.12       +716.312      +292.027      +41.2278      -1722.5       -284.398      +1312.69      -2006.89      -694.206      
1090          1090          +245.576      +754.958      +292.635      +42.3392      -1692.1       -284.97       +1335.51      -1977.07      -641.563      
1091          1091          +247.007      +738.562      +324.345      +43.3228      -1688.74      -307.297      +1353.24      -1996.03      -642.797      
1092          1092          +245.326      +721.875      +296.162      +49.515       -1684.48      -296.483      +1312.88      -1980.96      -668.085      
1093          1093          +253.742      +698.317      +301.238      +47.2959      -1693.96      -298.065      +1300.59      -1992.02      -691.43       
1094          1094          +241.082      +734.977      +299.139      +48.0922      -1742.63      -281.938      +1323.29      -2024.57      -701.274      
1095          1095          +252.827      +727.487      +302.527      +39.5061      -1710.92      -301.745      +1322.35      -2012.66      -690.317      
1096          1096          +224.503      +724.492      +310.262      +39.2862      -1696.27      -294.586      +1298.54      -1990.85      -692.31       
1097          1097          +242.505      +717.225      +308.792      +49.6927      -1696.25      -298.031      +1318.22      -1994.28      -676.068      
1098          1098          +227.757      +738.09       +290.031      +38.4518      -1711.4       -305.325      +1294.33      -2016.73      -722.398      
1099          1099          +251.261      +697.86       +308.992      +47.0677      -1663.75      -314.091      +1305.18      -1977.84      -672.661      
1100          1100          +214.38       +722.536      +308.807      +46.9977      -1705.66      -283.068      +1292.72      -1988.72      -696.004      
1101          1101          +222.57       +679.097      +298.013      +43.1028      -1680.85      -284.534      +1242.78      -1965.38      -722.599      
1102          1102          +223.579      +705.258      +317.959      +40.1482      -1688.85      -286.712      +1286.94      -1975.56      -688.616      
1103          1103          +217.406      +716.495      +308.123      +48.4759      -1672.4       -296.537      +1290.5       -1968.94      -678.438      
1104          1104          +217.122      +745.847      +311.903      +44.9847      -1723.36      -309.18       +1319.86      -2032.54      -712.688      
1105          1105          +223.257      +730.501      +305.893      +36.1863      -1715.75      -298.351      +1295.84      -2014.1       -718.259      
1106          1106          +245.155      +709.425      +308.522      +43.0813      -1706.14      -291.986      +1306.18      -1998.13      -691.942      
1107          1107          +235.196      +707.539      +301.45       +44.5912      -1720.74      -300.187      +1288.78      -2020.93      -732.152      
1108          1108          +234.617      +722.301      +314.341      +47.9703      -1747.42      -304.456      +1319.23      -2051.87      -732.646      
1109          1109          +251.981      +729.592      +309.706      +42.7795      -1774.3       -288.32       +1334.06      -2062.62      -728.557      
1110          1110          +251.45       +748.835      +293.823      +38.9328      -1789.94      -277.851      +1333.04      -2067.79      -734.749      
1111          1111          +255.93       +707.657      +308.536      +48.2344      -1736.18      -293.065      +1320.36      -2029.24      -708.886      
1112          1112          +213.66       +717.243      +303.046      +50.9504      -1742.94      -299.624      +1284.9       -2042.57      -757.666      
1113          1113          +239.343      +712.027      +307.117      +38.1559      -1750.58      -301.498      +1296.64      -2052.07      -755.431      
1114          1114          +246.418      +682.78       +297.08       +44.1943      -1739.83      -307.946      +1270.47      -2047.78      -777.303      
1115          1115          +245.922      +683.094      +310.56       +34.1992      -1737.72      -294.261      +1273.78      -2031.98      -758.203      
1116          1116          +239.696      +688.239      +308.424      +41.8611      -1755.13      -300.175      +1278.22      -2055.31      -777.086      
1117          1117          +236.498      +700.902      +309.451      +38.3594      -1732.49      -318.921      +1285.21      -2051.42      -766.205      
1118          1118          +239.335      +721.644      +304.116      +44.1113      -1728.99      -298.399      +1309.21      -2027.39      -718.179      
1119          1119          +243.993      +713.122      +305.001      +42.8945      -1716.51      -313.962      +1305.01      -2030.47      -725.463      
1120          1120          +234.43       +692.18       +311.771      +44.8138      -1695.68      -291.321      +1283.19      -1987         -703.806      
1121          1121          +235.898      +710.804      +285.115      +40.52        -1692.07      -284.832      +1272.34      -1976.9       -704.564      
1122          1122          +234.131      +693.967      +297.561      +37.9134      -1713.18      -282.272      +1263.57      -1995.45      -731.877      
1123          1123          +242.084      +698.753      +308.924      +41.5134      -1724.45      -298.1        +1291.27      -2022.55      -731.273      
1124          1124          +210.867      +755.492      +300.98       +53.4891      -1704.9       -286.123      +1320.83      -1991.02      -670.19       
1125          1125          +235.466      +753.655      +296.502      +41.1551      -1729.06      -305.867      +1326.78      -2034.93      -708.153      
1126          1126          +221.02       +732.416      +313.687      +37.2324      -1700.85      -318.942      +1304.36      -2019.79      -715.434      
1127          1127          +240.692      +712.49       +305.395      +49.2342      -1687.52      -304.307      +1307.81      -1991.83      -684.017      
1128          1128          +235.444      +704.097      +316.515      +47.3071      -1727.53      -290.901      +1303.36      -2018.43      -715.07       
1129          1129          +239.764      +671.55       +308.355      +36.4173      -1691.56      -315.616      +1256.09      -2007.17      -751.085      
1130          1130          +222.279      +680.469      +306.789      +46.7141      -1698.81      -301.322      +1256.25      -2000.14      -743.886      
1131          1131          +245.274      +737.339      +308.288      +46.8182      -1730.12      -315.322      +1337.72      -2045.45      -707.727      
1132          1132          +218.656      +727.525      +313.983      +49.8751      -1698.14      -305.85       +1310.04      -2003.99      -693.954      
1133          1133          +218.397      +722.194      +309.331      +50.1432      -1657.07      -303.627      +1300.07      -1960.7       -660.632      
