Frame         Time          Bond          Angle         Dihed         Impr          Elec          VdW           Conf          Nonbond       Total         
464           464           +246.998      +768.29       +311.017      +44.4393      -1732.06      -288.384      +1370.74      -2020.44      -649.698      
465           465           +231.893      +747.656      +287.119      +39.0845      -1719.8       -308.631      +1305.75      -2028.43      -722.673      
466           466           +236.481      +740.029      +297.531      +43.9056      -1686.3       -291.953      +1317.95      -1978.25      -660.305      
467           467           +242.541      +733.117      +307.921      +34.2908      -1681.26      -296.611      +1317.87      -1977.87      -660          
468           468           +217.943      +728.851      +292.775      +44.0303      -1678.43      -307.62       +1283.6       -1986.05      -702.454      
469           469           +222.401      +708.22       +292.068      +46.0375      -1735.7       -289.76       +1268.73      -2025.46      -756.735      
470           470           +252.688      +740.105      +309.657      +38.444       -1751.66      -327.459      +1340.89      -2079.12      -738.224      
471           471           +228.168      +760.491      +307.963      +41.2252      -1757.69      -284.425      +1337.85      -2042.12      -704.269      
472           472           +239.77       +685.889      +295.799      +40.4437      -1742.59      -313.302      +1261.9       -2055.89      -793.988      
473           473           +230.241      +682.638      +301.563      +43.2409      -1723.03      -304.025      +1257.68      -2027.05      -769.37       
474           474           +246.673      +717.43       +304.831      +40.241       -1758.57      -285.202      +1309.17      -2043.77      -734.6        
475           475           +221.585      +772.148      +292.792      +39.7239      -1778.51      -305.695      +1326.25      -2084.21      -757.956      
476           476           +225.762      +734.088      +317.353      +37.7885      -1777.09      -302.932      +1314.99      -2080.02      -765.026      
477           477           +233.179      +747.114      +310.674      +42.4147      -1740.76      -311.145      +1333.38      -2051.91      -718.523      
478           478           +255.295      +712.27       +303.62       +42.6532      -1749.84      -295.028      +1313.84      -2044.87      -731.029      
479           479           +245.652      +742.159      +302.39       +48.2078      -1757.17      -271.139      +1338.41      -2028.31      -689.903      
480           480           +230.612      +731.422      +317.216      +47.8446      -1728.8       -314.754      +1327.09      -2043.56      -716.461      
481           481           +242.911      +736.549      +285.528      +36.888       -1745.12      -285.947      +1301.88      -2031.06      -729.187      
482           482           +259.51       +701.59       +289.452      +40.4977      -1709.59      -304.501      +1291.05      -2014.09      -723.042      
483           483           +239.707      +710.085      +295.449      +34.0203      -1715.47      -308.667      +1279.26      -2024.13      -744.872      
484           484           +238.842      +709.767      +293.058      +37.9502      -1764.11      -295.899      +1279.62      -2060.01      -780.396      
485           485           +245.822      +709.607      +287.083      +42.8561      -1732.77      -298.104      +1285.37      -2030.87      -745.503      
486           486           +225.643      +673.505      +297.522      +47.3383      -1688.63      -307.766      +1244.01      -1996.4       -752.388      
487           487           +253.35       +751.521      +296.604      +39.7993      -1720.06      -316.873      +1341.27      -2036.93      -695.654      
488           488           +259.516      +691.129      +297.249      +36.3808      -1742.79      -282.624      +1284.27      -2025.41      -741.137      
489           489           +218.25       +722.214      +279.861      +41.5183      -1710.09      -296.138      +1261.84      -2006.23      -744.387      
490           490           +250.436      +740.506      +301.924      +41.6812      -1724.8       -292.45       +1334.55      -2017.25      -682.704      
491           491           +254.931      +712.082      +290.382      +38.4637      -1694.67      -314.189      +1295.86      -2008.86      -713.003      
492           492           +241.228      +713.301      +305.385      +49.1367      -1707.73      -304.546      +1309.05      -2012.28      -703.228      
493           493           +233.154      +733.746      +287.666      +40.4128      -1698.2       -300.005      +1294.98      -1998.2       -703.222      
494           494           +258.055      +739.494      +292.767      +43.2662      -1736.81      -310.797      +1333.58      -2047.6       -714.02       
495           495           +248.429      +714.088      +300.585      +45.5184      -1755.85      -273.435      +1308.62      -2029.28      -720.664      
496           496           +269.221      +674.734      +301.361      +48.3355      -1695.51      -303.978      +1293.65      -1999.49      -705.834      
497           497           +242.617      +694.692      +277.09       +43.1215      -1673.3       -300.777      +1257.52      -1974.08      -716.561      
498           498           +222.365      +698.874      +288.827      +37.4696      -1694.95      -293.578      +1247.54      -1988.53      -740.995      
499           499           +234.14       +727.953      +290.513      +39.1221      -1699.98      -304.188      +1291.73      -2004.17      -712.437      
500           500           +239.458      +709.143      +303.289      +37.375       -1697.03      -299.014      +1289.27      -1996.05      -706.781      
501           501           +236.743      +706.232      +308.985      +48.7656      -1693.78      -284.999      +1300.73      -1978.78      -678.058      
502           502           +236.064      +716.515      +290.045      +40.2005      -1687.67      -279.524      +1282.82      -1967.19      -684.37       
503           503           +235.391      +718.171      +293.518      +45.4351      -1680.92      -305.974      +1292.51      -1986.89      -694.379      
504           504           +204.193      +692.426      +300.638      +40.3968      -1669.09      -295.661      +1237.65      -1964.75      -727.095      
505           505           +223.332      +720.098      +302.998      +39.6702      -1700.23      -315.738      +1286.1       -2015.97      -729.872      
506           506           +241.706      +717.395      +324.961      +38.0279      -1773.45      -289.643      +1322.09      -2063.09      -741.003      
507           507           +214.175      +740.993      +289.222      +40.4397      -1726.13      -297.74       +1284.83      -2023.87      -739.036      
508           508           +239.263      +712.978      +289.375      +46.2978      -1683.5       -318.221      +1287.91      -2001.72      -713.808      
509           509           +247.274      +714.701      +308.05       +32.1885      -1685.94      -277.361      +1302.21      -1963.3       -661.089      
510           510           +257.365      +732.986      +300.02       +39.1773      -1700.25      -297.362      +1329.55      -1997.61      -668.065      
511           511           +239.892      +724.878      +293.88       +42.8201      -1673.86      -320.281      +1301.47      -1994.14      -692.667      
512           512           +255.374      +724.549      +317.384      +42.4928      -1682.93      -312.784      +1339.8       -1995.72      -655.918      
513           513           +259.634      +706.45       +283.765      +40.1182      -1702.96      -309.616      +1289.97      -2012.58      -722.609      
514           514           +234.958      +711.124      +292.945      +41.939       -1707.68      -288.235      +1280.97      -1995.91      -714.948      
515           515           +223.227      +695.167      +298.196      +33.0834      -1692.77      -278.078      +1249.67      -1970.85      -721.176      
516           516           +230.282      +754.824      +312.763      +39.174       -1696.39      -321.952      +1337.04      -2018.34      -681.301      
517           517           +237.576      +721.13       +301.951      +44.3976      -1679.28      -294.171      +1305.05      -1973.45      -668.393      
518           518           +228.041      +723.419      +281.238      +37.8343      -1676.04      -294.893      +1270.53      -1970.94      -700.404      
519           519           +255.648      +726.842      +304.736      +40.6058      -1663.7       -305.396      +1327.83      -1969.09      -641.262      
520           520           +260.534      +731.466      +297.292      +47.5382      -1696.54      -312.54       +1336.83      -2009.08      -672.25       
521           521           +252.14       +727.071      +299.239      +45.6846      -1708.78      -297.19       +1324.13      -2005.97      -681.84       
522           522           +242.515      +708.166      +312.183      +44.3938      -1704.86      -301.262      +1307.26      -2006.13      -698.868      
523           523           +258.078      +733.19       +299.835      +49.6579      -1697.9       -296.299      +1340.76      -1994.2       -653.436      
524           524           +256.49       +684.717      +307.484      +42.6569      -1739.87      -278.259      +1291.35      -2018.13      -726.781      
525           525           +232.225      +676.658      +305.763      +40.6578      -1691.97      -306.552      +1255.3       -1998.52      -743.22       
526           526           +250.179      +731.416      +303.684      +40.2917      -1711.45      -284.161      +1325.57      -1995.61      -670.04       
527           527           +243.786      +734.741      +300.368      +42.8553      -1676.46      -299.841      +1321.75      -1976.3       -654.556      
528           528           +229.459      +741.703      +292.963      +53.4175      -1700.75      -286.137      +1317.54      -1986.89      -669.348      
529           529           +256.273      +718.431      +283.485      +49.541       -1695.93      -302.522      +1307.73      -1998.45      -690.721      
530           530           +243.321      +718.314      +288.655      +43.9192      -1717.35      -306.406      +1294.21      -2023.76      -729.552      
531           531           +255.667      +695.973      +317.451      +39.1754      -1754.64      -272.945      +1308.27      -2027.59      -719.32       
532           532           +239.411      +719.935      +323.976      +41.0945      -1745.52      -292.406      +1324.42      -2037.92      -713.507      
533           533           +227.155      +699.717      +300.301      +46.7934      -1713.55      -289.664      +1273.97      -2003.22      -729.251      
534           534           +219.4        +683.774      +302.542      +39.1798      -1686.97      -314.559      +1244.9       -2001.53      -756.63       
535           535           +222.631      +714.743      +301.601      +49.9887      -1704.65      -294.823      +1288.96      -1999.48      -710.511      
536           536           +224.027      +696.331      +295.179      +38.2298      -1711.92      -298.094      +1253.77      -2010.02      -756.251      
537           537           +223.519      +710.884      +286.584      +36.6081      -1722.27      -300.211      +1257.59      -2022.48      -764.89       
538           538           +223.135      +692.508      +292.279      +28.4862      -1714.49      -285.211      +1236.41      -1999.7       -763.293      
539           539           +241.784      +713.254      +288.669      +43.375       -1719.92      -301.026      +1287.08      -2020.95      -733.866      
540           540           +230.257      +733.843      +295.929      +49.8543      -1720.81      -273.021      +1309.88      -1993.83      -683.945      
541           541           +257.839      +700.527      +303.393      +38.794       -1704.67      -299.342      +1300.55      -2004.01      -703.458      
542           542           +222.326      +727.717      +296.242      +40.4193      -1683.19      -289.263      +1286.7       -1972.46      -685.752      
543           543           +225.721      +738.933      +297.192      +37.6815      -1661.83      -319.005      +1299.53      -1980.84      -681.307      
544           544           +242.156      +710.828      +301.294      +34.2926      -1656.57      -300.58       +1288.57      -1957.15      -668.578      
545           545           +228.983      +734.711      +300.73       +42.72        -1711.28      -282.598      +1307.14      -1993.88      -686.736      
546           546           +239.797      +724.228      +295.837      +45.1827      -1729.75      -292.726      +1305.04      -2022.48      -717.435      
547           547           +223.757      +721.181      +304.921      +34.5951      -1722.93      -272.729      +1284.45      -1995.66      -711.205      
548           548           +231.277      +690.257      +294.406      +41.944       -1722.15      -303.375      +1257.88      -2025.52      -767.64       
549           549           +217.313      +718.073      +312.45       +42.6833      -1698.18      -314.885      +1290.52      -2013.06      -722.545      
550           550           +216.501      +685.697      +302.377      +41.2         -1737.44      -285.095      +1245.77      -2022.53      -776.76       
551           551           +251.069      +706.988      +325.92       +55.0738      -1739.87      -289.84       +1339.05      -2029.71      -690.66       
552           552           +240.74       +694.388      +297.898      +43.5861      -1701.02      -305.443      +1276.61      -2006.46      -729.85       
553           553           +246.802      +695.262      +297.438      +35.8433      -1721.31      -271.48       +1275.34      -1992.79      -717.442      
554           554           +234.606      +728.117      +303.894      +43.0588      -1744.61      -295.265      +1309.68      -2039.88      -730.202      
555           555           +252.682      +719.505      +308.841      +45.5668      -1734.98      -309.666      +1326.59      -2044.65      -718.055      
556           556           +237.633      +674.847      +298.865      +41.2832      -1724.87      -308.913      +1252.63      -2033.79      -781.158      
557           557           +251.867      +702.697      +290.324      +41.6124      -1729.07      -303.462      +1286.5       -2032.53      -746.03       
558           558           +209.174      +739.402      +294.001      +41.2007      -1717.81      -303.151      +1283.78      -2020.96      -737.184      
559           559           +257.461      +713.695      +301.42       +35.4795      -1697.36      -306.238      +1308.06      -2003.6       -695.54       
560           560           +234.937      +693.147      +294.929      +37.8547      -1727.67      -296.336      +1260.87      -2024.01      -763.142      
561           561           +241.002      +690.063      +302.899      +38.9071      -1712.51      -306.363      +1272.87      -2018.87      -746.002      
562           562           +235.739      +710.344      +281.927      +46.0484      -1731.16      -284.824      +1274.06      -2015.98      -741.921      
563           563           +234.95       +725.937      +306.555      +39.5051      -1696.27      -302.674      +1306.95      -1998.94      -691.994      
564           564           +235.023      +712.241      +301.113      +45.7978      -1716.65      -295.567      +1294.17      -2012.22      -718.042      
565           565           +230.621      +708.713      +300.244      +47.1053      -1706.56      -284.173      +1286.68      -1990.73      -704.045      
566           566           +243.61       +712.136      +287.951      +39.0397      -1676.88      -304.144      +1282.74      -1981.02      -698.283      
567           567           +236.242      +715.68       +307.612      +38.9576      -1656.95      -303.651      +1298.49      -1960.6       -662.111      
568           568           +237.423      +737.999      +316.652      +47.1862      -1691.27      -301.214      +1339.26      -1992.49      -653.225      
569           569           +245.879      +721.856      +305.426      +39.3835      -1707.97      -301.315      +1312.54      -2009.29      -696.746      
570           570           +243.503      +714.035      +296.193      +45.5805      -1674.68      -289.562      +1299.31      -1964.24      -664.925      
571           571           +228.734      +766.097      +307.016      +33.6253      -1717.18      -289.714      +1335.47      -2006.89      -671.419      
572           572           +239.736      +745.455      +295.642      +33.8671      -1712.86      -287.508      +1314.7       -2000.37      -685.669      
573           573           +230.354      +754.024      +286.744      +43.0626      -1747.01      -288.778      +1314.19      -2035.79      -721.602      
574           574           +256.008      +726.974      +286.821      +34.3463      -1731.5       -296.232      +1304.15      -2027.74      -723.587      
575           575           +255.8        +725.702      +284.744      +40.2548      -1714.02      -294.276      +1306.5       -2008.3       -701.8        
576           576           +239.11       +723.619      +308.158      +39.1789      -1701.39      -315.607      +1310.07      -2016.99      -706.927      
577           577           +244.906      +724.367      +292.425      +47.5244      -1701.27      -302.287      +1309.22      -2003.56      -694.334      
578           578           +260.666      +716.996      +315.784      +40.8382      -1755.76      -293.94       +1334.28      -2049.7       -715.417      
579           579           +267.651      +711.655      +281.936      +44.9117      -1703.04      -303.806      +1306.15      -2006.85      -700.691      
580           580           +219.745      +731.183      +292.546      +42.0036      -1672.2       -297.371      +1285.48      -1969.57      -684.097      
581           581           +239.465      +765.607      +301.825      +37.1693      -1723.52      -284.486      +1344.07      -2008.01      -663.939      
582           582           +249.388      +713.584      +301.845      +45.3213      -1718.34      -288.8        +1310.14      -2007.14      -696.998      
583           583           +254.143      +717.811      +296.24       +47.2808      -1719.48      -282.671      +1315.48      -2002.15      -686.679      
584           584           +255.505      +708.367      +307.38       +43.9009      -1666.73      -312.343      +1315.15      -1979.08      -663.923      
585           585           +253.237      +725.351      +302.468      +37.5546      -1740.77      -298.531      +1318.61      -2039.31      -720.696      
586           586           +240.385      +720.257      +296.268      +40.2371      -1693.85      -310.147      +1297.15      -2004         -706.853      
587           587           +260.809      +716.032      +305.278      +40.4816      -1729.52      -317.191      +1322.6       -2046.71      -724.107      
588           588           +246.014      +707.621      +282.579      +39.8983      -1722.91      -325.209      +1276.11      -2048.12      -772.012      
589           589           +236.166      +710.777      +302.979      +36.2713      -1688.67      -302.729      +1286.19      -1991.4       -705.204      
590           590           +234.479      +719.949      +294.747      +34.9033      -1718.86      -332.098      +1284.08      -2050.95      -766.876      
591           591           +219.197      +675.766      +301.198      +41.6709      -1712.51      -285.438      +1237.83      -1997.95      -760.116      
592           592           +226.383      +713.444      +297.103      +44.547       -1699.19      -312.423      +1281.48      -2011.61      -730.138      
593           593           +210.665      +702.778      +315.502      +40.8033      -1676.61      -285.746      +1269.75      -1962.35      -692.606      
594           594           +243.945      +685.094      +298.638      +39.7987      -1664.53      -318.577      +1267.48      -1983.1       -715.626      
595           595           +228.346      +707.661      +299.068      +42.7647      -1690.23      -303.29       +1277.84      -1993.52      -715.682      
596           596           +244.694      +741.098      +297.274      +44.8245      -1710.86      -314.338      +1327.89      -2025.2       -697.31       
597           597           +239.447      +675.774      +301.998      +45.9542      -1704.35      -265.828      +1263.17      -1970.18      -707.008      
598           598           +256.406      +710.309      +306.18       +50.024       -1664.33      -293.843      +1322.92      -1958.17      -635.252      
599           599           +255.766      +709.476      +306.471      +32.4961      -1671.31      -303.969      +1304.21      -1975.28      -671.07       
600           600           +237.958      +677.786      +302.749      +39.4992      -1657.24      -310.941      +1257.99      -1968.18      -710.191      
601           601           +240.358      +693.306      +290.027      +37.5416      -1690.43      -302.61       +1261.23      -1993.04      -731.81       
602           602           +230.304      +696.995      +293.806      +45.8224      -1666.32      -321.757      +1266.93      -1988.08      -721.154      
603           603           +238.772      +719.734      +313.009      +43.2794      -1667.18      -312.378      +1314.79      -1979.55      -664.76       
604           604           +223.944      +703.793      +311.699      +42.7244      -1673.22      -287.396      +1282.16      -1960.62      -678.456      
605           605           +226.049      +693.378      +316.011      +40.8446      -1683.64      -304.673      +1276.28      -1988.32      -712.034      
606           606           +224.754      +706.93       +311.658      +37.96        -1673.94      -293.886      +1281.3       -1967.83      -686.528      
607           607           +248.872      +749.532      +292.753      +33.4186      -1694.28      -291.794      +1324.58      -1986.08      -661.502      
608           608           +251.614      +710.258      +300.495      +44.733       -1708.44      -300.58       +1307.1       -2009.02      -701.923      
609           609           +242.27       +720.545      +319.138      +37.0782      -1693.61      -306.764      +1319.03      -2000.37      -681.34       
610           610           +228.689      +709.74       +300.588      +51.4029      -1741.92      -295.006      +1290.42      -2036.93      -746.51       
611           611           +220.83       +729.269      +331.771      +41.7835      -1690.56      -305.096      +1323.65      -1995.66      -672.006      
612           612           +232.233      +671.673      +301.245      +41.0018      -1719.62      -289.305      +1246.15      -2008.93      -762.777      
613           613           +244.297      +689.955      +306.135      +47.9236      -1711.97      -296.411      +1288.31      -2008.38      -720.07       
614           614           +220.084      +737.658      +297.41       +39.1664      -1720.61      -298.171      +1294.32      -2018.79      -724.466      
615           615           +250.686      +684.125      +302.313      +32.454       -1695.47      -300.901      +1269.58      -1996.37      -726.796      
616           616           +244.829      +699.289      +298.21       +34.5177      -1693.42      -309.446      +1276.85      -2002.87      -726.022      
617           617           +251.688      +680.773      +308.776      +39.1789      -1688.46      -302.558      +1280.42      -1991.02      -710.604      
618           618           +220.814      +702.755      +325.181      +42.7907      -1680.77      -302.392      +1291.54      -1983.16      -691.617      
619           619           +232.489      +705.619      +301.925      +34.8549      -1733.52      -283.667      +1274.89      -2017.19      -742.301      
620           620           +234.802      +701.51       +300.547      +40.0389      -1677.53      -296.352      +1276.9       -1973.88      -696.981      
621           621           +240.739      +677.472      +295.17       +41.2219      -1706.16      -316.223      +1254.6       -2022.38      -767.78       
622           622           +246.756      +688.195      +310.01       +33.8776      -1724.18      -268.19       +1278.84      -1992.37      -713.529      
623           623           +228.748      +695.226      +315.693      +32.8807      -1723.17      -303.302      +1272.55      -2026.47      -753.924      
624           624           +229.631      +680.901      +287.506      +44.1702      -1681.83      -300.879      +1242.21      -1982.71      -740.498      
625           625           +219.324      +676.57       +293.709      +41.2843      -1718.57      -297.204      +1230.89      -2015.77      -784.886      
626           626           +234.477      +676.317      +304.067      +36.7398      -1697.13      -318.194      +1251.6       -2015.32      -763.721      
627           627           +239.085      +695.789      +292.021      +38.4447      -1728.02      -301.397      +1265.34      -2029.42      -764.079      
628           628           +263.839      +652.769      +306.423      +44.1021      -1706.02      -328.19       +1267.13      -2034.21      -767.08       
629           629           +262.286      +691.339      +306.239      +36.5703      -1711.37      -305.226      +1296.43      -2016.6       -720.162      
630           630           +214.312      +723.926      +293.094      +48.0479      -1717.21      -294.053      +1279.38      -2011.26      -731.883      
631           631           +241.245      +675.837      +314.632      +40.2137      -1697.23      -295.534      +1271.93      -1992.76      -720.833      
632           632           +250.326      +706.241      +320.3        +41.8927      -1731.95      -319.951      +1318.76      -2051.9       -733.136      
633           633           +269.167      +711.134      +313.286      +36.5365      -1722.99      -312.124      +1330.12      -2035.11      -704.986      
634           634           +239.039      +730.354      +310.306      +41.0318      -1695.34      -319.837      +1320.73      -2015.17      -694.441      
635           635           +236.179      +735.911      +299.612      +48.1049      -1714.97      -302.906      +1319.81      -2017.88      -698.072      
636           636           +219.07       +725.908      +309.559      +36.9259      -1678.84      -307.836      +1291.46      -1986.68      -695.217      
637           637           +255.329      +715.779      +308.503      +45.06        -1700.87      -294.078      +1324.67      -1994.95      -670.276      
638           638           +250.295      +690.052      +303.431      +42.1703      -1728.37      -279.54       +1285.95      -2007.91      -721.961      
639           639           +237.144      +711.359      +312.454      +40.9656      -1726.74      -279.968      +1301.92      -2006.71      -704.79       
640           640           +233.407      +706.904      +315.173      +42.765       -1735.18      -304.353      +1298.25      -2039.53      -741.28       
641           641           +222.993      +713.286      +319.048      +44.5222      -1705.59      -312.535      +1299.85      -2018.12      -718.272      
642           642           +236.636      +692.6        +314.035      +48.5651      -1687.42      -304.599      +1291.84      -1992.02      -700.179      
643           643           +224.05       +733.608      +316.387      +31.8525      -1657.5       -308.969      +1305.9       -1966.47      -660.573      
644           644           +225.318      +687.7        +312.832      +41.0839      -1703.54      -308.668      +1266.93      -2012.2       -745.27       
645           645           +215.266      +699.941      +315.161      +44.6537      -1692.5       -301.625      +1275.02      -1994.12      -719.102      
646           646           +245.586      +701.407      +306.355      +44.9121      -1715.66      -318.831      +1298.26      -2034.49      -736.226      
647           647           +243.882      +674.569      +304.005      +47.3469      -1679.75      -305.023      +1269.8       -1984.77      -714.968      
648           648           +243.151      +711.867      +319.734      +39.1675      -1714.88      -333.018      +1313.92      -2047.9       -733.976      
649           649           +234.991      +700.804      +310.405      +36.1117      -1724.52      -292.119      +1282.31      -2016.64      -734.328      
650           650           +222.865      +745.207      +294.964      +38.5609      -1726.22      -304.506      +1301.6       -2030.73      -729.132      
651           651           +231.936      +695.109      +302.314      +37.3014      -1672.26      -310.183      +1266.66      -1982.44      -715.782      
652           652           +247.704      +709.34       +298.386      +46.6215      -1698.3       -288.861      +1302.05      -1987.16      -685.107      
653           653           +251.654      +713.997      +318.053      +48.0079      -1683.14      -299.981      +1331.71      -1983.12      -651.41       
654           654           +242.961      +696.585      +320.687      +45.6758      -1673.37      -298.586      +1305.91      -1971.96      -666.049      
655           655           +233.37       +692.714      +311.554      +44.8565      -1706.23      -288.84       +1282.49      -1995.07      -712.574      
656           656           +238.564      +739.414      +309.803      +43.0812      -1719.63      -284.474      +1330.86      -2004.1       -673.241      
657           657           +227.114      +702.573      +314.361      +49.2121      -1736.38      -273.676      +1293.26      -2010.06      -716.8        
658           658           +239.401      +729.607      +296.303      +30.2642      -1707.03      -321.556      +1295.58      -2028.58      -733.007      
659           659           +216.507      +716.457      +306.622      +42.8356      -1652.36      -301.988      +1282.42      -1954.34      -671.921      
660           660           +237.634      +719.301      +305.34       +38.0217      -1654.49      -293.14       +1300.3       -1947.63      -647.332      
661           661           +233.49       +751.538      +302.913      +48.2712      -1701.83      -301.266      +1336.21      -2003.1       -666.888      
662           662           +259.111      +740.822      +313.716      +43.5968      -1725.89      -276.852      +1357.25      -2002.74      -645.492      
663           663           +274.538      +741.063      +301.834      +38.88        -1715.47      -308.952      +1356.31      -2024.42      -668.104      
664           664           +240.68       +724.321      +315.638      +34.7281      -1710.73      -286.681      +1315.37      -1997.41      -682.044      
665           665           +251.292      +722.25       +316.868      +44.5452      -1704.93      -304.367      +1334.96      -2009.3       -674.341      
666           666           +252.95       +715.365      +303.998      +38.615       -1697.58      -280.405      +1310.93      -1977.99      -667.058      
667           667           +263.806      +741.396      +310.928      +49.154       -1724.45      -290.858      +1365.28      -2015.3       -650.021      
668           668           +230.497      +741.702      +305.425      +42.2404      -1685.24      -289.213      +1319.86      -1974.46      -654.591      
669           669           +233.399      +736.413      +318.08       +38.4878      -1681.4       -298.849      +1326.38      -1980.25      -653.868      
670           670           +201.214      +694.987      +335.766      +46.7822      -1699.52      -280.423      +1278.75      -1979.95      -701.2        
671           671           +238.846      +752.95       +315.009      +46.1008      -1694.08      -297.651      +1352.91      -1991.73      -638.823      
672           672           +228.269      +697.038      +317.274      +43.1689      -1711.23      -286.936      +1285.75      -1998.17      -712.418      
673           673           +223.758      +705.56       +296.129      +37.7244      -1699.27      -301.26       +1263.17      -2000.53      -737.354      
674           674           +244.483      +697.611      +308.836      +41.691       -1694.68      -299.084      +1292.62      -1993.77      -701.147      
675           675           +241.201      +717.775      +298.75       +43.0413      -1706.02      -298.849      +1300.77      -2004.87      -704.102      
676           676           +226.915      +728.826      +290.984      +45.5558      -1720.91      -292.226      +1292.28      -2013.14      -720.855      
677           677           +247.866      +726.575      +319.872      +36.7556      -1713.7       -306.671      +1331.07      -2020.37      -689.298      
678           678           +253.118      +726.085      +315.027      +39.2114      -1730.37      -294.282      +1333.44      -2024.65      -691.212      
679           679           +248.45       +693.785      +317.744      +40.9703      -1715.13      -303.999      +1300.95      -2019.13      -718.182      
680           680           +238.081      +691.345      +312.395      +39.4692      -1710.15      -295.216      +1281.29      -2005.37      -724.076      
681           681           +249.988      +741.571      +301.34       +36.3384      -1751.09      -311.843      +1329.24      -2062.94      -733.698      
682           682           +237.522      +701.757      +300.451      +43.8763      -1750.15      -294.709      +1283.61      -2044.86      -761.254      
683           683           +215.408      +693.855      +319.283      +42.4         -1715.18      -302.484      +1270.95      -2017.66      -746.718      
684           684           +230.248      +723.288      +304.805      +47.0178      -1680.59      -300.746      +1305.36      -1981.33      -675.975      
685           685           +225.23       +748.77       +301.468      +42.3878      -1695.68      -282.127      +1317.86      -1977.81      -659.951      
686           686           +241.908      +716.528      +303.487      +42.7912      -1687.05      -309.139      +1304.71      -1996.19      -691.48       
687           687           +254.5        +689.823      +311.451      +41.9776      -1698.25      -304.456      +1297.75      -2002.7       -704.951      
688           688           +218.926      +716.175      +317.088      +39.2744      -1699.98      -295.612      +1291.46      -1995.59      -704.127      
689           689           +244.457      +706.588      +303.483      +42.5895      -1706.79      -288.444      +1297.12      -1995.24      -698.12       
690           690           +211.713      +708.267      +301.206      +36.2179      -1725.44      -273.695      +1257.4       -1999.13      -741.728      
691           691           +246.517      +707.084      +284.64       +49.9795      -1717.79      -310.53       +1288.22      -2028.32      -740.101      
692           692           +228.826      +673.848      +287.197      +38.7655      -1663.37      -310.167      +1228.64      -1973.54      -744.9        
693           693           +243.25       +702.311      +304.464      +37.9643      -1691.15      -291.227      +1287.99      -1982.37      -694.385      
694           694           +235.289      +671.111      +293.576      +37.6693      -1702.86      -301.583      +1237.64      -2004.44      -766.793      
695           695           +248.647      +684.456      +313.943      +38.3245      -1730.14      -312.793      +1285.37      -2042.93      -757.558      
696           696           +246.205      +698.683      +292.511      +37.7192      -1726.11      -293.359      +1275.12      -2019.47      -744.355      
697           697           +233.133      +688.076      +288.64       +46.1831      -1700.72      -296.383      +1256.03      -1997.1       -741.067      
698           698           +238.034      +720.446      +300.215      +39.5193      -1671.39      -301.199      +1298.21      -1972.59      -674.374      
699           699           +248.26       +712.873      +306.288      +46.4704      -1713.1       -290.36       +1313.89      -2003.46      -689.565      
700           700           +244.232      +696.535      +309.554      +46.7984      -1717.49      -291.023      +1297.12      -2008.52      -711.398      
701           701           +243.208      +697.995      +298.45       +38.4963      -1688.78      -292.126      +1278.15      -1980.9       -702.753      
702           702           +234.228      +678.298      +290.298      +35.4817      -1696.27      -305.467      +1238.31      -2001.74      -763.434      
703           703           +238.993      +677.082      +296.711      +41.1052      -1673.41      -294.912      +1253.89      -1968.32      -714.433      
704           704           +234.16       +698.457      +297.253      +44.7707      -1703.92      -298.783      +1274.64      -2002.7       -728.063      
705           705           +242.481      +706.813      +299.422      +49.4015      -1709.91      -296.394      +1298.12      -2006.31      -708.192      
706           706           +226.888      +705.757      +307.057      +40.7562      -1701.66      -303.881      +1280.46      -2005.54      -725.082      
707           707           +228.66       +684.68       +291.239      +40.1081      -1664.86      -307.26       +1244.69      -1972.12      -727.428      
708           708           +234.763      +733.687      +289.19       +41.8511      -1674.52      -320.571      +1299.49      -1995.09      -695.597      
709           709           +243.311      +672.993      +308.075      +34.6896      -1687.14      -306.493      +1259.07      -1993.64      -734.567      
710           710           +257.737      +722.24       +299.217      +41.5615      -1702.38      -296.27       +1320.75      -1998.65      -677.891      
711           711           +242.576      +741.184      +310.875      +42.5208      -1715.67      -300.514      +1337.16      -2016.19      -679.033      
712           712           +224.348      +734.019      +306.765      +43.4977      -1668.41      -310.072      +1308.63      -1978.48      -669.85       
713           713           +259.434      +706.452      +301.305      +40.174       -1667.63      -324.37       +1307.36      -1992         -684.635      
714           714           +251.15       +750.321      +302.183      +42.4859      -1678.05      -310.611      +1346.14      -1988.66      -642.518      
715           715           +271.994      +753.046      +302.382      +36.5764      -1691.46      -321.424      +1364         -2012.88      -648.884      
716           716           +212.459      +716.048      +312.117      +38.6602      -1665.62      -310.848      +1279.28      -1976.46      -697.18       
717           717           +217.143      +764.477      +314.035      +38.1882      -1713.72      -297.009      +1333.84      -2010.73      -676.889      
718           718           +253.87       +743.923      +314.949      +36.8182      -1728.26      -290.42       +1349.56      -2018.68      -669.116      
719           719           +221.025      +732.712      +301.36       +32.8067      -1666.98      -288.101      +1287.9       -1955.08      -667.175      
720           720           +238.924      +747.334      +324.608      +42.7154      -1686.45      -295.226      +1353.58      -1981.68      -628.094      
721           721           +221.28       +744.626      +316.728      +44.5485      -1640.18      -314.778      +1327.18      -1954.96      -627.781      
722           722           +214.31       +726.862      +317.828      +42.859       -1661.77      -296.914      +1301.86      -1958.69      -656.829      
