Cluster ClusterRank deltaG deltaGelec deltaGvdw deltaGligsolvnonpol deltaGligsolvpol deltaGprotsolvnonpol deltaGprotsolvpol deltaGcompsolvnonpol deltaGcompsolvpol extraFull surfFull solvFull IntraFull InterFull FullFitness SimpleFitness Energy
18 5 -6.4358563 0.0 -33.1285 7.03217 -19.8776 336.34 -2722.76 335.257 -2718.85 0.0 335.257 -2718.85 -7.22212 -33.1285 -2423.9436 4.19604 4.19604
18 6 -6.512918 0.0 -35.4144 7.06318 -20.3622 336.34 -2722.76 335.223 -2716.96 0.0 335.223 -2716.96 -5.01828 -35.4144 -2422.1697 4.72226 4.72226
18 7 -6.512918 0.0 -35.4144 7.06318 -20.3622 336.34 -2722.76 335.223 -2716.96 0.0 335.223 -2716.96 -5.01828 -35.4144 -2422.1697 4.72226 4.72226
19 0 -7.1559677 0.0 -44.3951 6.75103 -20.4277 336.34 -2722.76 333.707 -2711.79 0.0 333.707 -2711.79 -4.1474 -44.3951 -2426.6255 -1.71119 -1.71119
19 1 -7.261648 0.0 -45.8022 6.76132 -22.4128 336.34 -2722.76 333.674 -2713.26 0.0 333.674 -2713.26 -1.20117 -45.8022 -2426.5894 -1.54254 -1.54254
19 2 -6.940002 0.0 -36.1312 6.82862 -21.5011 336.34 -2722.76 333.682 -2721.95 0.0 333.682 -2721.95 -2.07174 -36.1312 -2426.4707 -0.258282 -0.258282
19 3 -7.1595426 0.0 -43.4408 6.85398 -22.5228 336.34 -2722.76 333.662 -2715.19 0.0 333.662 -2715.19 -0.99517 -43.4408 -2425.9639 -1.77489 -1.77489
19 4 -6.8175015 0.0 -39.5982 6.75698 -20.5809 336.34 -2722.76 333.734 -2713.86 0.0 333.734 -2713.86 -4.45132 -39.5982 -2424.1758 -0.144897 -0.144897
19 5 -6.8081317 0.0 -35.2452 6.81045 -20.1661 336.34 -2722.76 333.677 -2719.85 0.0 333.677 -2719.85 -2.73141 -35.2452 -2424.1497 1.15839 1.15839
19 6 -6.769385 0.0 -34.8621 6.81598 -20.1818 336.34 -2722.76 333.66 -2719.79 0.0 333.66 -2719.79 -2.89836 -34.8621 -2423.8906 1.06142 1.06142
19 7 -6.442853 0.0 -33.2927 6.71615 -20.8937 336.34 -2722.76 334.115 -2718.45 0.0 334.115 -2718.45 -2.17275 -33.2927 -2419.8003 6.10594 6.10594
20 0 -6.418791 0.0 -28.1805 6.88365 -20.1902 336.34 -2722.76 333.949 -2724.74 0.0 333.949 -2724.74 -7.64643 -28.1805 -2426.618 0.09501999 0.09501999
20 1 -6.1944475 0.0 -25.3142 6.8825 -19.4228 336.34 -2722.76 334.04 -2724.88 0.0 334.04 -2724.88 -9.14407 -25.3142 -2425.298 0.978542 0.978542
20 2 -6.1799035 0.0 -25.6732 6.85974 -19.4614 336.34 -2722.76 334.104 -2724.26 0.0 334.104 -2724.26 -8.91775 -25.6732 -2424.747 1.59412 1.59412
20 3 -6.8225417 0.0 -40.5437 6.73439 -20.9239 336.34 -2722.76 333.903 -2713.12 0.0 333.903 -2713.12 -3.39243 -40.5437 -2423.153 2.55178 2.55178
20 4 -6.2757416 0.0 -32.3402 6.80636 -21.8893 336.34 -2722.76 333.864 -2717.66 0.0 333.864 -2717.66 -3.60375 -32.3402 -2419.7397 2.95739 2.95739
20 5 -6.229428 0.0 -31.021 6.82431 -21.9289 336.34 -2722.76 333.939 -2719.07 0.0 333.939 -2719.07 -3.38417 -31.021 -2419.5364 3.60955 3.60955
20 6 -6.081672 0.0 -28.6162 6.80649 -22.1229 336.34 -2722.76 333.839 -2720.44 0.0 333.839 -2720.44 -2.31664 -28.6162 -2417.5337 5.49325 5.49325
20 7 -5.982389 0.0 -28.282 6.74017 -22.1917 336.34 -2722.76 333.803 -2719.45 0.0 333.803 -2719.45 -3.22182 -28.282 -2417.151 6.14092 6.14092
21 0 -6.8082438 0.0 -41.5615 6.9579 -20.9421 336.34 -2722.76 335.109 -2712.85 0.0 335.109 -2712.85 -6.87687 -41.5615 -2426.1797 2.08884 2.08884
21 1 -6.5214972 0.0 -33.2355 7.01805 -20.1394 336.34 -2722.76 335.142 -2720.19 0.0 335.142 -2720.19 -7.72525 -33.2355 -2426.0085 2.87819 2.87819
21 2 -6.7840614 0.0 -38.1018 7.04336 -20.1124 336.34 -2722.76 335.089 -2716.81 0.0 335.089 -2716.81 -4.04718 -38.1018 -2423.87 4.7892 4.7892
21 3 -6.8147216 0.0 -38.8853 7.10798 -20.2047 336.34 -2722.76 335.094 -2716.1 0.0 335.094 -2716.1 -3.53806 -38.8853 -2423.4294 5.43224 5.43224
21 4 -6.8040338 0.0 -38.7658 7.07355 -20.2096 336.34 -2722.76 335.108 -2716.19 0.0 335.108 -2716.19 -3.57558 -38.7658 -2423.4233 5.66766 5.66766
22 0 -6.5668817 0.0 -35.0108 6.91545 -19.8929 336.34 -2722.76 335.841 -2719.18 0.0 335.841 -2719.18 -7.81998 -35.0108 -2426.1697 0.784942 0.784942
22 1 -6.321538 0.0 -30.5869 6.87911 -19.4083 336.34 -2722.76 335.834 -2721.57 0.0 335.834 -2721.57 -9.12261 -30.5869 -2425.4456 1.61089 1.61089
22 2 -6.5814 0.0 -36.4417 6.91622 -21.2355 336.34 -2722.76 335.746 -2718.4 0.0 335.746 -2718.4 -3.78637 -36.4417 -2422.8818 4.29695 4.29695
22 3 -6.675816 0.0 -41.7984 6.85416 -22.5632 336.34 -2722.76 335.632 -2712.91 0.0 335.632 -2712.91 -3.68905 -41.7984 -2422.7654 1.55052 1.55052
22 4 -6.330525 0.0 -32.6846 6.84987 -21.5756 336.34 -2722.76 335.739 -2720.54 0.0 335.739 -2720.54 -4.37301 -32.6846 -2421.8586 3.9184 3.9184
22 5 -6.6338725 0.0 -43.5536 6.86716 -21.4155 336.34 -2722.76 335.138 -2707.58 0.0 335.138 -2707.58 -3.12414 -43.5536 -2419.1199 2.47856 2.47856
22 6 -6.185897 0.0 -40.6361 7.28083 -20.2193 336.34 -2722.76 335.271 -2703.14 0.0 335.271 -2703.14 -9.1488 -40.6361 -2417.6538 2.96555 2.96555
23 0 -7.1897316 0.0 -45.9465 6.72364 -20.0106 336.34 -2722.76 334.814 -2711.28 0.0 334.814 -2711.28 -3.66342 -45.9465 -2426.076 -0.809279 -0.809279
23 1 -6.7926555 0.0 -43.6537 6.89537 -20.4135 336.34 -2722.76 334.663 -2708.24 0.0 334.663 -2708.24 -7.94506 -43.6537 -2425.1758 -3.35924 -3.35924
23 2 -6.7874312 0.0 -43.629 6.89212 -20.4218 336.34 -2722.76 334.659 -2708.2 0.0 334.659 -2708.2 -7.9848 -43.629 -2425.1548 -3.36283 -3.36283
23 3 -7.267865 0.0 -49.4816 6.75058 -19.3876 336.34 -2722.76 334.932 -2706.61 0.0 334.932 -2706.61 -3.96011 -49.4816 -2425.1196 0.450278 0.450278
23 4 -7.2998834 0.0 -51.8088 6.75826 -19.6502 336.34 -2722.76 334.837 -2703.64 0.0 334.837 -2703.64 -4.0672 -51.8088 -2424.679 -0.09832578 -0.09832578
23 5 -6.894147 0.0 -39.2814 6.83849 -19.4608 336.34 -2722.76 334.804 -2716.01 0.0 334.804 -2716.01 -3.16957 -39.2814 -2423.657 1.95293 1.95293
23 6 -6.3814964 0.0 -34.0825 7.0878 -20.8768 336.34 -2722.76 334.985 -2716.98 0.0 334.985 -2716.98 5.12932 -34.0825 -2410.9482 12.9855 12.9855
23 7 -6.188827 0.0 -31.0587 7.03739 -20.8718 336.34 -2722.76 334.947 -2718.52 0.0 334.947 -2718.52 4.36048 -31.0587 -2410.2712 12.8809 12.8809
24 0 -6.904938 0.0 -39.803 6.72792 -21.5074 336.34 -2722.76 335.556 -2718.76 0.0 335.556 -2718.76 -2.76283 -39.803 -2425.77 0.790677 0.790677
24 1 -6.909776 0.0 -39.9551 6.7271 -21.4853 336.34 -2722.76 335.567 -2718.6 0.0 335.567 -2718.6 -2.71565 -39.9551 -2425.7039 0.889324 0.889324
24 2 -6.9218435 0.0 -40.2245 6.72755 -21.4981 336.34 -2722.76 335.565 -2718.39 0.0 335.565 -2718.39 -2.61199 -40.2245 -2425.6614 0.907651 0.907651
24 3 -6.6840115 0.0 -37.9265 6.72552 -19.3521 336.34 -2722.76 335.563 -2715.91 0.0 335.563 -2715.91 -6.78098 -37.9265 -2425.0544 1.97574 1.97574
24 4 -6.752575 0.0 -42.6316 6.846 -21.2317 336.34 -2722.76 334.715 -2710.14 0.0 334.715 -2710.14 -2.91776 -42.6316 -2420.974 2.61882 2.61882
24 5 -6.6961155 0.0 -41.3805 6.89585 -21.2562 336.34 -2722.76 334.69 -2711.06 0.0 334.69 -2711.06 -2.78002 -41.3805 -2420.5308 2.9234 2.9234
24 6 -6.3375506 0.0 -35.5619 7.27213 -19.4457 336.34 -2722.76 335.005 -2712.29 0.0 335.005 -2712.29 -7.56042 -35.5619 -2420.4072 3.66848 3.66848
24 7 -6.6297455 0.0 -42.0594 6.79979 -21.1781 336.34 -2722.76 334.757 -2709.1 0.0 334.757 -2709.1 -3.252 -42.0594 -2419.6543 3.22731 3.22731
25 0 -6.7365155 0.0 -38.5229 6.76146 -21.4993 336.34 -2722.76 335.254 -2717.46 0.0 335.254 -2717.46 -5.03197 -38.5229 -2425.761 2.19987 2.19987
25 1 -6.7238336 0.0 -38.2352 6.76611 -21.5535 336.34 -2722.76 335.277 -2717.78 0.0 335.277 -2717.78 -4.93123 -38.2352 -2425.6694 2.22614 2.22614
25 2 -6.802822 0.0 -38.5756 6.87894 -20.5708 336.34 -2722.76 335.531 -2717.78 0.0 335.531 -2717.78 -4.84409 -38.5756 -2425.6687 3.33275 3.33275
25 3 -6.788595 0.0 -36.1956 6.80577 -21.2238 336.34 -2722.76 335.4 -2721.79 0.0 335.4 -2721.79 -2.91618 -36.1956 -2425.502 3.60814 3.60814
25 4 -6.5576687 0.0 -33.5198 6.78114 -20.2729 336.34 -2722.76 335.704 -2721.71 0.0 335.704 -2721.71 -5.49696 -33.5198 -2425.0227 5.11885 5.11885
25 5 -6.4797277 0.0 -33.3096 6.7269 -20.8241 336.34 -2722.76 335.467 -2721.03 0.0 335.467 -2721.03 -5.56383 -33.3096 -2424.4365 3.44379 3.44379
25 6 -5.456219 0.0 -17.8096 6.81411 -20.8038 336.34 -2722.76 336.101 -2729.09 0.0 336.101 -2729.09 -4.93025 -17.8096 -2415.7288 12.2943 12.2943
26 0 -6.3501987 0.0 -28.3391 6.81599 -19.8022 336.34 -2722.76 335.113 -2724.89 0.0 335.113 -2724.89 -7.62903 -28.3391 -2425.7449 0.64675 0.64675
26 1 -6.382478 0.0 -29.7256 6.80414 -19.8513 336.34 -2722.76 334.989 -2723.15 0.0 334.989 -2723.15 -7.47653 -29.7256 -2425.363 0.390141 0.390141
26 2 -6.3738027 0.0 -30.0925 6.80379 -19.8514 336.34 -2722.76 334.962 -2722.4 0.0 334.962 -2722.4 -7.43956 -30.0925 -2424.97 0.37196 0.37196
26 3 -6.6183586 0.0 -31.4956 6.8479 -21.9026 336.34 -2722.76 334.535 -2725.55 0.0 334.535 -2725.55 -2.10628 -31.4956 -2424.617 0.276367 0.276367
26 4 -6.516569 0.0 -31.1041 6.79806 -22.442 336.34 -2722.76 334.963 -2725.77 0.0 334.963 -2725.77 -1.74577 -31.1041 -2423.6567 2.63566 2.63566
26 5 -6.498054 0.0 -31.2589 6.82538 -22.6549 336.34 -2722.76 334.925 -2725.34 0.0 334.925 -2725.34 -1.88446 -31.2589 -2423.5583 2.28518 2.28518
26 6 -6.19945 0.0 -25.7406 6.76337 -22.3207 336.34 -2722.76 334.794 -2728.55 0.0 334.794 -2728.55 -2.92935 -25.7406 -2422.426 2.61458 2.61458
26 7 -5.671351 0.0 -25.2958 6.71905 -21.9678 336.34 -2722.76 334.979 -2720.61 0.0 334.979 -2720.61 -4.17486 -25.2958 -2415.1018 5.33464 5.33464
27 0 -6.3740673 0.0 -28.6853 6.81314 -20.5827 336.34 -2722.76 336.433 -2727.57 0.0 336.433 -2727.57 -5.73988 -28.6853 -2425.5623 3.81749 3.81749
27 1 -6.3811417 0.0 -29.1232 6.81284 -20.5528 336.34 -2722.76 336.414 -2726.95 0.0 336.414 -2726.95 -5.76516 -29.1232 -2425.4243 3.75883 3.75883
27 2 -5.785412 0.0 -19.8412 6.80694 -21.0601 336.34 -2722.76 336.317 -2731.93 0.0 336.317 -2731.93 -2.81635 -19.8412 -2418.2705 10.8775 10.8775
27 3 -6.024958 0.0 -26.4154 6.76289 -19.9709 336.34 -2722.76 336.407 -2724.8 0.0 336.407 -2724.8 -2.5164 -26.4154 -2417.325 10.866 10.866
27 4 -5.5638695 0.0 -14.7776 6.76005 -20.9687 336.34 -2722.76 336.26 -2736.03 0.0 336.26 -2736.03 -2.03968 -14.7776 -2416.5874 12.1636 12.1636
28 0 -6.4723244 0.0 -31.1921 6.87845 -20.774 336.34 -2722.76 333.851 -2721.4 0.0 333.851 -2721.4 -6.4485 -31.1921 -2425.1895 -2.73182 -2.73182
28 1 -6.2104626 0.0 -27.8265 6.89187 -22.7224 336.34 -2722.76 333.695 -2724.01 0.0 333.695 -2724.01 -1.48836 -27.8265 -2419.63 1.46477 1.46477
29 0 -6.7409806 0.0 -36.5722 6.73476 -21.3683 336.34 -2722.76 334.207 -2718.84 0.0 334.207 -2718.84 -3.81128 -36.5722 -2425.0166 0.472754 0.472754
29 1 -6.7353425 0.0 -36.4501 6.73501 -21.3681 336.34 -2722.76 334.203 -2718.93 0.0 334.203 -2718.93 -3.83527 -36.4501 -2425.0122 0.480695 0.480695
29 2 -6.3119884 0.0 -30.21 6.79935 -20.4917 336.34 -2722.76 333.904 -2720.22 0.0 333.904 -2720.22 -4.94286 -30.21 -2421.4688 5.32088 5.32088
29 3 -6.3000655 0.0 -30.0797 6.80373 -20.4965 336.34 -2722.76 333.901 -2720.22 0.0 333.901 -2720.22 -4.91942 -30.0797 -2421.3179 5.33493 5.33493
29 4 -6.300597 0.0 -30.0912 6.80397 -20.4875 336.34 -2722.76 333.9 -2720.2 0.0 333.9 -2720.2 -4.91565 -30.0912 -2421.307 5.3407 5.3407
29 5 -6.0734935 0.0 -28.2883 6.86085 -20.8928 336.34 -2722.76 334.273 -2720.17 0.0 334.273 -2720.17 -3.29844 -28.2883 -2417.4836 7.92319 7.92319
30 0 -6.531427 0.0 -35.7084 7.14946 -19.5656 336.34 -2722.76 334.655 -2715.0 0.0 334.655 -2715.0 -8.82392 -35.7084 -2424.8772 2.70857 2.70857
31 0 -6.940736 0.0 -47.1555 6.81488 -22.7078 336.34 -2722.76 335.093 -2708.33 0.0 335.093 -2708.33 -3.42502 -47.1555 -2423.8176 -1.37253 -1.37253
31 1 -6.35636 0.0 -31.6914 6.78031 -18.8268 336.34 -2722.76 335.224 -2719.06 0.0 335.224 -2719.06 -5.20799 -31.6914 -2420.7354 4.13682 4.13682
32 0 -7.0339665 0.0 -49.6857 7.06101 -21.6717 336.34 -2722.76 335.238 -2704.75 0.0 335.238 -2704.75 -3.77526 -49.6857 -2422.973 2.70144 2.70144
33 0 -6.511515 0.0 -40.1104 7.31779 -19.8453 336.34 -2722.76 335.852 -2709.74 0.0 335.852 -2709.74 -8.31656 -40.1104 -2422.315 0.05476151 0.05476151
33 1 -6.7591977 0.0 -42.1371 7.23439 -20.8277 336.34 -2722.76 335.719 -2711.56 0.0 335.719 -2711.56 -3.53814 -42.1371 -2421.5164 1.79164 1.79164
33 2 -6.6488266 0.0 -40.7305 7.2233 -20.1612 336.34 -2722.76 335.731 -2711.3 0.0 335.731 -2711.3 -4.68146 -40.7305 -2420.981 1.59333 1.59333
34 0 -6.7964573 0.0 -38.1739 7.1789 -20.175 336.34 -2722.76 335.151 -2716.85 0.0 335.151 -2716.85 -2.09196 -38.1739 -2421.9648 6.11283 6.11283
34 1 -6.785349 0.0 -38.1554 7.18016 -20.1719 336.34 -2722.76 335.169 -2716.72 0.0 335.169 -2716.72 -2.1838 -38.1554 -2421.8901 6.06831 6.06831
35 0 -6.3132863 0.0 -26.0871 6.69242 -20.7682 336.34 -2722.76 335.524 -2729.56 0.0 335.524 -2729.56 -1.53866 -26.0871 -2421.6619 6.84829 6.84829
35 1 -5.870704 0.0 -25.9392 6.91339 -20.7416 336.34 -2722.76 335.363 -2721.94 0.0 335.363 -2721.94 -5.58301 -25.9392 -2418.099 3.84828 3.84828
35 2 -6.335603 0.0 -35.161 6.82844 -23.3278 336.34 -2722.76 335.771 -2718.63 0.0 335.771 -2718.63 0.125093 -35.161 -2417.8948 4.53827 4.53827
36 0 -6.5373464 0.0 -38.0058 6.82906 -20.1546 336.34 -2722.76 335.121 -2713.35 0.0 335.121 -2713.35 -5.25798 -38.0058 -2421.4927 6.98856 6.98856
36 1 -6.463809 0.0 -36.2889 6.81169 -18.8592 336.34 -2722.76 335.125 -2713.54 0.0 335.125 -2713.54 -6.05956 -36.2889 -2420.7634 6.88004 6.88004
36 2 -6.4236107 0.0 -35.6991 6.81274 -18.6253 336.34 -2722.76 335.203 -2713.68 0.0 335.203 -2713.68 -6.2994 -35.6991 -2420.4756 7.00585 7.00585
37 0 -6.7246623 0.0 -47.6183 7.05123 -19.8412 336.34 -2722.76 335.318 -2701.2 0.0 335.318 -2701.2 -7.97837 -47.6183 -2421.4785 -0.616553 -0.616553
37 1 -6.050896 0.0 -35.5647 6.81446 -22.1972 336.34 -2722.76 335.108 -2711.22 0.0 335.108 -2711.22 -3.93531 -35.5647 -2415.612 3.15763 3.15763
37 2 -6.4003053 0.0 -41.5296 6.89342 -23.6734 336.34 -2722.76 334.789 -2708.57 0.0 334.789 -2708.57 1.31735 -41.5296 -2413.9932 3.11602 3.11602
38 0 -6.9766326 0.0 -45.5954 7.13391 -20.7727 336.34 -2722.76 335.093 -2708.9 0.0 335.093 -2708.9 -1.77677 -45.5954 -2421.179 5.10751 5.10751
39 0 -5.723229 0.0 -16.8295 6.83902 -19.5595 336.34 -2722.76 335.412 -2732.62 0.0 335.412 -2732.62 -6.15747 -16.8295 -2420.1953 9.30356 9.30356
40 0 -5.741239 0.0 -18.8296 6.76273 -20.1574 336.34 -2722.76 333.511 -2727.6 0.0 333.511 -2727.6 -7.18985 -18.8296 -2420.1086 7.62749 7.62749
40 1 -5.7279954 0.0 -17.7466 6.8619 -20.9268 336.34 -2722.76 333.308 -2729.36 0.0 333.308 -2729.36 -1.36619 -17.7466 -2415.1648 12.2379 12.2379
40 2 -5.728358 0.0 -17.7634 6.86181 -20.9298 336.34 -2722.76 333.306 -2729.34 0.0 333.306 -2729.34 -1.36439 -17.7634 -2415.1619 12.2383 12.2383
40 3 -4.962637 0.0 -11.3699 6.99533 -21.8135 336.34 -2722.76 333.747 -2728.07 0.0 333.747 -2728.07 4.70113 -11.3699 -2400.9917 21.4871 21.4871
41 0 -6.4215655 0.0 -41.2148 7.05319 -20.7303 336.34 -2722.76 335.705 -2707.63 0.0 335.705 -2707.63 -6.20564 -41.2148 -2419.3452 5.46469 5.46469
42 0 -5.9694567 0.0 -30.2091 6.82212 -19.7718 336.34 -2722.76 334.933 -2715.46 0.0 334.933 -2715.46 -7.46619 -30.2091 -2418.2021 4.63899 4.63899
43 0 -6.206598 0.0 -31.2748 7.16882 -20.8604 336.34 -2722.76 335.664 -2719.37 0.0 335.664 -2719.37 -3.13526 -31.2748 -2418.1162 5.85293 5.85293
43 1 -5.7435226 0.0 -22.8112 6.84005 -22.5002 336.34 -2722.76 335.299 -2726.47 0.0 335.299 -2726.47 -1.27332 -22.8112 -2415.2554 8.23223 8.23223
43 2 -5.7212954 0.0 -22.1382 6.83973 -22.4952 336.34 -2722.76 335.278 -2727.11 0.0 335.278 -2727.11 -1.23029 -22.1382 -2415.2004 8.19405 8.19405
44 0 -6.005077 0.0 -29.4962 6.84443 -22.1 336.34 -2722.76 334.928 -2719.43 0.0 334.928 -2719.43 -2.57132 -29.4962 -2416.5696 6.22223 6.22223
45 0 -5.4534483 0.0 -15.1515 7.25193 -19.6399 336.34 -2722.76 335.601 -2730.54 0.0 335.601 -2730.54 -6.17981 -15.1515 -2416.2703 12.4289 12.4289
45 1 -5.131082 0.0 -8.48553 6.90251 -20.68 336.34 -2722.76 335.616 -2737.18 0.0 335.616 -2737.18 -5.27584 -8.48553 -2415.3254 12.9208 12.9208
45 2 -5.3346386 0.0 -13.2322 7.11122 -20.0057 336.34 -2722.76 335.356 -2731.77 0.0 335.356 -2731.77 -5.21683 -13.2322 -2414.863 13.318 13.318
45 3 -5.5196414 0.0 -16.6917 6.8071 -21.3843 336.34 -2722.76 335.224 -2731.09 0.0 335.224 -2731.09 -0.929782 -16.6917 -2413.4878 13.0685 13.0685
45 4 -5.0868287 0.0 -8.13601 6.74539 -22.5792 336.34 -2722.76 335.61 -2739.13 0.0 335.61 -2739.13 -0.708688 -8.13601 -2412.3647 16.4613 16.4613
45 5 -5.746202 0.0 -23.3165 6.78557 -20.7249 336.34 -2722.76 335.298 -2724.04 0.0 335.298 -2724.04 -0.189984 -23.3165 -2412.2485 14.5953 14.5953
45 6 -5.2056565 0.0 -19.5889 6.77513 -19.5357 336.34 -2722.76 335.792 -2720.56 0.0 335.792 -2720.56 -5.91548 -19.5889 -2410.2725 12.6151 12.6151
46 0 -6.199496 0.0 -36.552 7.18137 -19.8637 336.34 -2722.76 335.146 -2709.28 0.0 335.146 -2709.28 -5.26707 -36.552 -2415.9531 4.34829 4.34829
47 0 -5.871621 0.0 -27.23 7.03228 -19.0456 336.34 -2722.76 336.023 -2719.1 0.0 336.023 -2719.1 -5.44631 -27.23 -2415.7534 11.5303 11.5303
48 0 -5.298107 0.0 -14.3126 6.74772 -21.5204 336.34 -2722.76 334.664 -2730.51 0.0 334.664 -2730.51 2.65271 -14.3126 -2407.5059 17.2652 17.2652
49 0 -5.168012 0.0 -18.2304 7.41407 -20.1673 336.34 -2722.76 333.962 -2718.86 0.0 333.962 -2718.86 6.7713 -18.2304 -2396.3572 30.1413 30.1413
