Cluster ClusterRank deltaG deltaGelec deltaGvdw deltaGligsolvnonpol deltaGligsolvpol deltaGprotsolvnonpol deltaGprotsolvpol deltaGcompsolvnonpol deltaGcompsolvpol extraFull surfFull solvFull IntraFull InterFull FullFitness SimpleFitness Energy
21 0 -7.278033 0.0 -39.4612 8.36554 -10.5303 232.458 -1699.15 229.865 -1685.47 0.0 229.865 -1685.47 4.29073 -39.4612 -1490.7754 -1.43944 -1.43944
21 1 -7.2850366 0.0 -39.9285 7.74774 -13.0743 232.458 -1699.15 229.612 -1687.97 0.0 229.612 -1687.97 13.7798 -39.9285 -1484.5066 2.55323 2.55323
21 2 -6.8567705 0.0 -34.9954 8.15313 -12.4147 232.458 -1699.15 229.76 -1687.54 0.0 229.76 -1687.54 8.68105 -34.9954 -1484.0944 1.12888 1.12888
21 3 -6.1025767 0.0 -27.5478 8.26333 -11.6715 232.458 -1699.15 230.093 -1686.33 0.0 230.093 -1686.33 13.448 -27.5478 -1470.3368 17.6152 17.6152
22 0 -6.2941027 0.0 -28.5716 8.07364 -10.5249 232.458 -1699.15 232.782 -1691.18 0.0 232.782 -1691.18 -3.78721 -28.5716 -1490.7568 5.3883 5.3883
22 1 -6.2941027 0.0 -28.5716 8.07364 -10.5249 232.458 -1699.15 232.782 -1691.18 0.0 232.782 -1691.18 -3.78721 -28.5716 -1490.7568 5.3883 5.3883
22 2 -6.2941027 0.0 -28.5716 8.07364 -10.5249 232.458 -1699.15 232.782 -1691.18 0.0 232.782 -1691.18 -3.78721 -28.5716 -1490.7568 5.3883 5.3883
22 3 -6.3038945 0.0 -28.977 8.02885 -10.5605 232.458 -1699.15 232.809 -1690.86 0.0 232.809 -1690.86 -3.64368 -28.977 -1490.6718 5.50232 5.50232
22 4 -6.3038945 0.0 -28.977 8.02885 -10.5605 232.458 -1699.15 232.809 -1690.86 0.0 232.809 -1690.86 -3.64368 -28.977 -1490.6718 5.50232 5.50232
22 5 -6.3038945 0.0 -28.977 8.02885 -10.5605 232.458 -1699.15 232.809 -1690.86 0.0 232.809 -1690.86 -3.64368 -28.977 -1490.6718 5.50232 5.50232
22 6 -6.3038945 0.0 -28.977 8.02885 -10.5605 232.458 -1699.15 232.809 -1690.86 0.0 232.809 -1690.86 -3.64368 -28.977 -1490.6718 5.50232 5.50232
22 7 -6.2936907 0.0 -28.9203 8.01935 -10.5487 232.458 -1699.15 232.826 -1690.81 0.0 232.826 -1690.81 -3.65948 -28.9203 -1490.5638 5.54668 5.54668
23 0 -6.328909 0.0 -25.7118 8.41807 -11.1231 232.458 -1699.15 232.397 -1695.64 0.0 232.397 -1695.64 -1.31816 -25.7118 -1490.273 7.5642 7.5642
23 1 -6.321129 0.0 -25.5683 8.42663 -11.1065 232.458 -1699.15 232.368 -1695.66 0.0 232.368 -1695.66 -1.36971 -25.5683 -1490.23 7.63089 7.63089
23 2 -6.324515 0.0 -26.4516 8.09565 -10.6592 232.458 -1699.15 232.514 -1694.64 0.0 232.514 -1694.64 -0.531298 -26.4516 -1489.1089 9.57974 9.57974
23 3 -6.3934717 0.0 -26.4647 8.28 -10.557 232.458 -1699.15 232.495 -1695.33 0.0 232.495 -1695.33 1.04885 -26.4647 -1488.2509 10.7887 10.7887
23 4 -6.4367733 0.0 -26.5368 8.03835 -10.5223 232.458 -1699.15 232.246 -1695.88 0.0 232.246 -1695.88 5.23347 -26.5368 -1484.9374 13.4894 13.4894
23 5 -6.078753 0.0 -23.0796 8.00966 -10.561 232.458 -1699.15 232.649 -1696.08 0.0 232.649 -1696.08 3.4297 -23.0796 -1483.0808 15.0057 15.0057
24 0 -6.1850977 0.0 -22.2275 8.29427 -10.947 232.458 -1699.15 232.118 -1698.26 0.0 232.118 -1698.26 -1.78155 -22.2275 -1490.151 7.86238 7.86238
24 1 -6.1850977 0.0 -22.2275 8.29427 -10.947 232.458 -1699.15 232.118 -1698.26 0.0 232.118 -1698.26 -1.78155 -22.2275 -1490.151 7.86238 7.86238
24 2 -6.169972 0.0 -22.6876 8.22043 -10.8894 232.458 -1699.15 232.048 -1697.25 0.0 232.048 -1697.25 -1.52114 -22.6876 -1489.4108 7.4979 7.4979
24 3 -6.1561913 0.0 -22.6001 8.21682 -10.86 232.458 -1699.15 232.031 -1697.11 0.0 232.031 -1697.11 -1.59357 -22.6001 -1489.2727 7.44758 7.44758
24 4 -6.945553 0.0 -32.9116 8.39726 -11.572 232.458 -1699.15 231.842 -1694.21 0.0 231.842 -1694.21 6.36766 -32.9116 -1488.9119 11.4692 11.4692
24 5 -7.0023117 0.0 -33.6096 8.4356 -11.4988 232.458 -1699.15 231.767 -1693.81 0.0 231.767 -1693.81 7.42 -33.6096 -1488.2327 12.2786 12.2786
24 6 -7.0023117 0.0 -33.6096 8.4356 -11.4988 232.458 -1699.15 231.767 -1693.81 0.0 231.767 -1693.81 7.42 -33.6096 -1488.2327 12.2786 12.2786
24 7 -6.9158826 0.0 -32.6306 8.44317 -11.4916 232.458 -1699.15 231.785 -1693.92 0.0 231.785 -1693.92 6.71559 -32.6306 -1488.05 12.3711 12.3711
25 0 -6.335161 0.0 -24.4121 8.3415 -11.3698 232.458 -1699.15 233.124 -1699.24 0.0 233.124 -1699.24 0.506727 -24.4121 -1490.0214 8.76989 8.76989
25 1 -6.335161 0.0 -24.4121 8.3415 -11.3698 232.458 -1699.15 233.124 -1699.24 0.0 233.124 -1699.24 0.506727 -24.4121 -1490.0214 8.76989 8.76989
25 2 -6.335161 0.0 -24.4121 8.3415 -11.3698 232.458 -1699.15 233.124 -1699.24 0.0 233.124 -1699.24 0.506727 -24.4121 -1490.0214 8.76989 8.76989
25 3 -6.335161 0.0 -24.4121 8.3415 -11.3698 232.458 -1699.15 233.124 -1699.24 0.0 233.124 -1699.24 0.506727 -24.4121 -1490.0214 8.76989 8.76989
25 4 -6.34148 0.0 -24.3474 8.33142 -11.3763 232.458 -1699.15 233.127 -1699.47 0.0 233.127 -1699.47 0.781993 -24.3474 -1489.9084 8.81164 8.81164
25 5 -6.335145 0.0 -24.2526 8.33011 -11.3782 232.458 -1699.15 233.129 -1699.52 0.0 233.129 -1699.52 0.803271 -24.2526 -1489.8403 8.83007 8.83007
25 6 -6.335145 0.0 -24.2526 8.33011 -11.3782 232.458 -1699.15 233.129 -1699.52 0.0 233.129 -1699.52 0.803271 -24.2526 -1489.8403 8.83007 8.83007
25 7 -6.335145 0.0 -24.2526 8.33011 -11.3782 232.458 -1699.15 233.129 -1699.52 0.0 233.129 -1699.52 0.803271 -24.2526 -1489.8403 8.83007 8.83007
26 0 -7.11069 0.0 -38.6579 8.9277 -11.3601 232.458 -1699.15 231.076 -1685.81 0.0 231.076 -1685.81 3.73725 -38.6579 -1489.6547 1.7945 1.7945
26 1 -7.0731487 0.0 -38.2381 8.92766 -11.3107 232.458 -1699.15 231.072 -1685.79 0.0 231.072 -1685.79 3.45318 -38.2381 -1489.5029 1.82945 1.82945
26 2 -7.0731487 0.0 -38.2381 8.92766 -11.3107 232.458 -1699.15 231.072 -1685.79 0.0 231.072 -1685.79 3.45318 -38.2381 -1489.5029 1.82945 1.82945
26 3 -7.0471964 0.0 -38.3384 8.86802 -11.6231 232.458 -1699.15 231.049 -1685.58 0.0 231.049 -1685.58 3.47382 -38.3384 -1489.3956 2.43827 2.43827
26 4 -6.581915 0.0 -30.4274 8.82582 -12.3203 232.458 -1699.15 231.089 -1691.03 0.0 231.089 -1691.03 5.60942 -30.4274 -1484.759 5.97504 5.97504
26 5 -6.5805025 0.0 -30.4449 8.82344 -12.3167 232.458 -1699.15 231.089 -1690.98 0.0 231.089 -1690.98 5.59929 -30.4449 -1484.7366 5.97454 5.97454
26 6 -6.578225 0.0 -30.4576 8.82035 -12.3073 232.458 -1699.15 231.09 -1690.92 0.0 231.09 -1690.92 5.57658 -30.4576 -1484.711 5.9783 5.9783
26 7 -6.578225 0.0 -30.4576 8.82035 -12.3073 232.458 -1699.15 231.09 -1690.92 0.0 231.09 -1690.92 5.57658 -30.4576 -1484.711 5.9783 5.9783
27 0 -6.920371 0.0 -37.122 8.74624 -12.519 232.458 -1699.15 232.665 -1688.97 0.0 232.665 -1688.97 4.18115 -37.122 -1489.2457 9.25592 9.25592
27 1 -6.920371 0.0 -37.122 8.74624 -12.519 232.458 -1699.15 232.665 -1688.97 0.0 232.665 -1688.97 4.18115 -37.122 -1489.2457 9.25592 9.25592
27 2 -6.9096026 0.0 -36.9011 8.73326 -12.5386 232.458 -1699.15 232.694 -1689.22 0.0 232.694 -1689.22 4.21123 -36.9011 -1489.2158 9.34966 9.34966
27 3 -6.9096026 0.0 -36.9011 8.73326 -12.5386 232.458 -1699.15 232.694 -1689.22 0.0 232.694 -1689.22 4.21123 -36.9011 -1489.2158 9.34966 9.34966
27 4 -6.9096026 0.0 -36.9011 8.73326 -12.5386 232.458 -1699.15 232.694 -1689.22 0.0 232.694 -1689.22 4.21123 -36.9011 -1489.2158 9.34966 9.34966
27 5 -6.9096026 0.0 -36.9011 8.73326 -12.5386 232.458 -1699.15 232.694 -1689.22 0.0 232.694 -1689.22 4.21123 -36.9011 -1489.2158 9.34966 9.34966
27 6 -6.7904882 0.0 -35.4883 8.7384 -12.3649 232.458 -1699.15 232.729 -1689.33 0.0 232.729 -1689.33 3.43694 -35.4883 -1488.6523 9.80426 9.80426
27 7 -6.7904882 0.0 -35.4883 8.7384 -12.3649 232.458 -1699.15 232.729 -1689.33 0.0 232.729 -1689.33 3.43694 -35.4883 -1488.6523 9.80426 9.80426
28 0 -7.13814 0.0 -47.2994 8.18878 -11.1079 232.458 -1699.15 230.422 -1672.78 0.0 230.422 -1672.78 0.43406 -47.2994 -1489.2234 -6.08039 -6.08039
28 1 -7.1118755 0.0 -46.8225 8.19814 -11.1081 232.458 -1699.15 230.426 -1673.08 0.0 230.426 -1673.08 0.369291 -46.8225 -1489.1072 -6.09772 -6.09772
28 2 -7.698118 0.0 -53.8501 7.79841 -12.8122 232.458 -1699.15 229.515 -1672.71 0.0 229.515 -1672.71 16.6138 -53.8501 -1480.4313 1.35302 1.35302
28 3 -6.760601 0.0 -41.6794 8.3328 -11.6806 232.458 -1699.15 229.802 -1674.69 0.0 229.802 -1674.69 9.21519 -41.6794 -1477.3522 5.32372 5.32372
28 4 -6.8768015 0.0 -45.3248 7.84554 -11.6616 232.458 -1699.15 229.344 -1670.98 0.0 229.344 -1670.98 11.9525 -45.3248 -1475.0083 5.21355 5.21355
28 5 -6.7253227 0.0 -43.168 8.14157 -12.4312 232.458 -1699.15 229.557 -1672.48 0.0 229.557 -1672.48 12.6824 -43.168 -1473.4086 5.00302 5.00302
28 6 -6.7192903 0.0 -43.9593 8.15154 -12.6382 232.458 -1699.15 229.583 -1671.39 0.0 229.583 -1671.39 13.5374 -43.9593 -1472.2289 5.52738 5.52738
29 0 -6.6500893 0.0 -34.5399 8.61476 -12.2952 232.458 -1699.15 229.958 -1684.34 0.0 229.958 -1684.34 -0.08110825 -34.5399 -1489.0029 -0.498967 -0.498967
29 1 -6.5499687 0.0 -30.2148 8.59344 -10.6739 232.458 -1699.15 230.63 -1688.84 0.0 230.63 -1688.84 5.23957 -30.2148 -1483.1852 9.72637 9.72637
29 2 -6.3799 0.0 -30.7156 8.58274 -11.384 232.458 -1699.15 230.453 -1685.74 0.0 230.453 -1685.74 3.17096 -30.7156 -1482.8317 8.53419 8.53419
29 3 -6.391199 0.0 -33.3466 8.70211 -12.4197 232.458 -1699.15 230.816 -1683.27 0.0 230.816 -1683.27 14.5753 -33.3466 -1471.2252 17.2518 17.2518
30 0 -6.9127135 0.0 -34.2144 8.61422 -11.9237 232.458 -1699.15 231.56 -1691.24 0.0 231.56 -1691.24 4.89983 -34.2144 -1488.9946 6.51337 6.51337
30 1 -6.956305 0.0 -35.9425 8.57546 -12.7778 232.458 -1699.15 231.602 -1690.26 0.0 231.602 -1690.26 5.80164 -35.9425 -1488.7988 6.75314 6.75314
30 2 -6.8351846 0.0 -34.2107 8.22512 -12.3656 232.458 -1699.15 232.089 -1691.84 0.0 232.089 -1691.84 8.05134 -34.2107 -1485.9103 9.73839 9.73839
30 3 -6.772049 0.0 -34.2323 8.38403 -9.81277 232.458 -1699.15 231.936 -1687.74 0.0 231.936 -1687.74 11.5594 -34.2323 -1478.4768 16.5661 16.5661
31 0 -7.108655 0.0 -41.9349 8.19865 -12.5543 232.458 -1699.15 232.53 -1685.28 0.0 232.53 -1685.28 5.88587 -41.9349 -1488.7991 7.8062 7.8062
32 0 -7.3271747 0.0 -40.9478 8.75819 -13.4525 232.458 -1699.15 232.362 -1690.15 0.0 232.362 -1690.15 10.2652 -40.9478 -1488.4707 9.76352 9.76352
32 1 -7.323233 0.0 -40.8882 8.75133 -13.4641 232.458 -1699.15 232.362 -1690.2 0.0 232.362 -1690.2 10.2568 -40.8882 -1488.4692 9.7243 9.7243
32 2 -7.307346 0.0 -40.6343 8.75128 -13.4359 232.458 -1699.15 232.359 -1690.3 0.0 232.359 -1690.3 10.1525 -40.6343 -1488.4229 9.6889 9.6889
32 3 -6.1969275 0.0 -28.7847 8.14061 -10.3939 232.458 -1699.15 232.162 -1688.07 0.0 232.162 -1688.07 3.71817 -28.7847 -1480.9745 10.8664 10.8664
32 4 -6.1969275 0.0 -28.7847 8.14061 -10.3939 232.458 -1699.15 232.162 -1688.07 0.0 232.162 -1688.07 3.71817 -28.7847 -1480.9745 10.8664 10.8664
32 5 -6.141481 0.0 -27.8191 8.14512 -10.3924 232.458 -1699.15 232.215 -1688.73 0.0 232.215 -1688.73 3.4972 -27.8191 -1480.8369 10.9704 10.9704
32 6 -6.141481 0.0 -27.8191 8.14512 -10.3924 232.458 -1699.15 232.215 -1688.73 0.0 232.215 -1688.73 3.4972 -27.8191 -1480.8369 10.9704 10.9704
32 7 -6.155572 0.0 -28.2848 8.15778 -10.3945 232.458 -1699.15 232.129 -1688.09 0.0 232.129 -1688.09 3.59035 -28.2848 -1480.6554 10.7362 10.7362
33 0 -6.6917195 0.0 -35.8093 8.22223 -12.2945 232.458 -1699.15 230.777 -1684.93 0.0 230.777 -1684.93 1.5819 -35.8093 -1488.3805 -0.001094034 -0.001094034
33 1 -6.702527 0.0 -36.0959 8.22073 -12.281 232.458 -1699.15 230.756 -1684.62 0.0 230.756 -1684.62 1.76134 -36.0959 -1488.1986 -0.03983702 -0.03983702
33 2 -6.3749905 0.0 -32.1285 8.12156 -10.4818 232.458 -1699.15 230.947 -1684.05 0.0 230.947 -1684.05 -1.35246 -32.1285 -1486.584 -0.909633 -0.909633
33 3 -6.2842526 0.0 -26.4756 8.53626 -11.3019 232.458 -1699.15 230.86 -1691.35 0.0 230.86 -1691.35 1.15744 -26.4756 -1485.8081 4.21517 4.21517
33 4 -6.090918 0.0 -26.8965 8.19091 -11.2233 232.458 -1699.15 231.374 -1688.79 0.0 231.374 -1688.79 1.05465 -26.8965 -1483.2578 5.51056 5.51056
33 5 -6.087881 0.0 -27.3041 8.24895 -11.3691 232.458 -1699.15 231.331 -1688.1 0.0 231.331 -1688.1 1.11358 -27.3041 -1482.9595 5.07226 5.07226
33 6 -6.2693853 0.0 -34.0268 8.33281 -12.9367 232.458 -1699.15 231.142 -1681.82 0.0 231.142 -1681.82 3.37675 -34.0268 -1481.328 3.48646 3.48646
33 7 -6.4391174 0.0 -38.6614 8.32279 -13.2571 232.458 -1699.15 231.048 -1677.62 0.0 231.048 -1677.62 5.44975 -38.6614 -1479.7837 4.21957 4.21957
34 0 -6.5562053 0.0 -34.1082 8.37402 -11.8631 232.458 -1699.15 230.564 -1684.35 0.0 230.564 -1684.35 0.618968 -34.1082 -1487.2753 3.86645 3.86645
34 1 -6.2834253 0.0 -24.8816 8.75079 -11.0523 232.458 -1699.15 230.123 -1692.08 0.0 230.123 -1692.08 2.61289 -24.8816 -1484.2256 4.48161 4.48161
34 2 -6.232482 0.0 -24.6493 8.77985 -11.9813 232.458 -1699.15 230.336 -1692.82 0.0 230.336 -1692.82 2.98218 -24.6493 -1484.1511 5.08208 5.08208
34 3 -6.9734483 0.0 -37.6756 8.34422 -12.369 232.458 -1699.15 230.677 -1686.38 0.0 230.677 -1686.38 9.31834 -37.6756 -1484.0603 7.52401 7.52401
34 4 -6.442507 0.0 -30.8488 8.26018 -11.0807 232.458 -1699.15 230.238 -1686.42 0.0 230.238 -1686.42 3.27415 -30.8488 -1483.7567 2.45853 2.45853
34 5 -6.378462 0.0 -28.2352 8.6625 -10.8207 232.458 -1699.15 230.541 -1689.0 0.0 230.541 -1689.0 4.42717 -28.2352 -1482.267 6.36586 6.36586
34 6 -6.6063924 0.0 -35.0888 8.14354 -12.7578 232.458 -1699.15 230.483 -1684.78 0.0 230.483 -1684.78 13.7806 -35.0888 -1475.6052 15.0478 15.0478
35 0 -7.433105 0.0 -43.7956 8.07234 -12.1095 232.458 -1699.15 229.421 -1682.65 0.0 229.421 -1682.65 10.3574 -43.7956 -1486.6672 -1.08874 -1.08874
35 1 -6.13193 0.0 -27.0171 8.26539 -10.9649 232.458 -1699.15 229.653 -1686.24 0.0 229.653 -1686.24 -0.141501 -27.0171 -1483.7456 -0.311934 -0.311934
36 0 -6.753127 0.0 -30.0914 8.39972 -10.7018 232.458 -1699.15 231.796 -1694.48 0.0 231.796 -1694.48 7.14491 -30.0914 -1485.6305 12.4839 12.4839
36 1 -6.655953 0.0 -29.0597 8.32211 -11.0021 232.458 -1699.15 231.869 -1695.02 0.0 231.869 -1695.02 7.47197 -29.0597 -1484.7388 13.7549 13.7549
37 0 -6.932656 0.0 -35.3719 8.32289 -12.7012 232.458 -1699.15 232.217 -1692.02 0.0 232.217 -1692.02 10.1179 -35.3719 -1485.057 11.4348 11.4348
37 1 -6.959269 0.0 -35.7437 8.32008 -12.784 232.458 -1699.15 232.277 -1692.06 0.0 232.277 -1692.06 10.5888 -35.7437 -1484.938 11.5223 11.5223
37 2 -6.8438597 0.0 -34.2353 8.31544 -12.6742 232.458 -1699.15 232.249 -1692.36 0.0 232.249 -1692.36 10.2145 -34.2353 -1484.1317 12.3194 12.3194
38 0 -6.1658287 0.0 -30.1358 8.19817 -10.7587 232.458 -1699.15 230.804 -1683.65 0.0 230.804 -1683.65 -0.427738 -30.1358 -1483.4097 8.76538 8.76538
39 0 -6.3964577 0.0 -29.3345 8.42945 -13.5249 232.458 -1699.15 232.657 -1693.93 0.0 232.657 -1693.93 7.93305 -29.3345 -1482.6746 14.8365 14.8365
40 0 -6.4619546 0.0 -33.4836 8.30519 -11.1234 232.458 -1699.15 231.119 -1684.0 0.0 231.119 -1684.0 3.86342 -33.4836 -1482.5012 7.80295 7.80295
41 0 -6.2799544 0.0 -27.6443 8.76529 -12.7992 232.458 -1699.15 233.34 -1694.45 0.0 233.34 -1694.45 7.2612 -27.6443 -1481.493 12.7883 12.7883
42 0 -6.526431 0.0 -40.0545 8.04205 -11.7006 232.458 -1699.15 230.627 -1675.12 0.0 230.627 -1675.12 3.21171 -40.0545 -1481.3358 4.99292 4.99292
42 1 -6.310416 0.0 -36.9254 8.10169 -10.7795 232.458 -1699.15 230.094 -1674.59 0.0 230.094 -1674.59 0.519844 -36.9254 -1480.9015 1.48317 1.48317
43 0 -5.8413315 0.0 -18.7791 8.42196 -12.2888 232.458 -1699.15 230.114 -1696.02 0.0 230.114 -1696.02 5.01717 -18.7791 -1479.668 9.32738 9.32738
44 0 -6.8697724 0.0 -45.3108 8.10331 -12.2249 232.458 -1699.15 230.281 -1672.5 0.0 230.281 -1672.5 8.12238 -45.3108 -1479.4075 3.03685 3.03685
45 0 -6.7730026 0.0 -38.6602 8.35211 -10.8249 232.458 -1699.15 229.049 -1677.51 0.0 229.049 -1677.51 8.22295 -38.6602 -1478.8983 5.71923 5.71923
46 0 -6.824368 0.0 -35.6323 8.31252 -10.7213 232.458 -1699.15 229.523 -1683.72 0.0 229.523 -1683.72 12.0657 -35.6323 -1477.7637 7.73191 7.73191
46 1 -7.3949695 0.0 -42.4418 8.3838 -11.5761 232.458 -1699.15 229.405 -1683.08 0.0 229.405 -1683.08 19.6639 -42.4418 -1476.4529 12.4477 12.4477
47 0 -6.4422035 0.0 -33.5887 8.49224 -12.1682 232.458 -1699.15 230.006 -1682.55 0.0 230.006 -1682.55 8.89911 -33.5887 -1477.2336 2.91198 2.91198
48 0 -6.170066 0.0 -29.9866 8.41636 -12.0837 232.458 -1699.15 231.032 -1685.29 0.0 231.032 -1685.29 7.36412 -29.9866 -1476.8805 10.959 10.959
49 0 -5.663915 0.0 -24.3376 8.1264 -10.6097 232.458 -1699.15 230.983 -1684.65 0.0 230.983 -1684.65 5.93968 -24.3376 -1472.065 15.0081 15.0081
50 0 -5.7133937 0.0 -24.1308 8.38095 -10.8376 232.458 -1699.15 231.266 -1686.05 0.0 231.266 -1686.05 8.32592 -24.1308 -1470.589 24.4138 24.4138
51 0 -6.291527 0.0 -34.7058 8.45005 -12.3817 232.458 -1699.15 229.385 -1677.68 0.0 229.385 -1677.68 14.1433 -34.7058 -1468.8575 13.247 13.247
52 0 -5.1607156 0.0 -18.2074 8.76756 -13.2133 232.458 -1699.15 232.053 -1689.17 0.0 232.053 -1689.17 14.7824 -18.2074 -1460.5421 34.3887 34.3887
